Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
spill_SC,560,10,5242880,524288,3,500
spill_SC,518,10,5242880,524288,3,500
spill_SC,569,10,5242880,524288,3,500
spill_SC,513,10,5242880,524288,3,500
spill_SC,949,20,5242880,1048576,3,500
spill_SC,1000,20,5242880,1048576,3,500
spill_SC,1016,20,5242880,1048576,3,500
spill_SC,1003,20,5242880,1048576,3,500
spill_SC,1592,30,5242880,1572864,3,500
spill_SC,1537,30,5242880,1572864,3,500
spill_SC,1490,30,5242880,1572864,3,500
spill_SC,1516,30,5242880,1572864,3,500
spill_SC,2098,40,5242880,2097152,3,500
spill_SC,2027,40,5242880,2097152,3,500
spill_SC,2040,40,5242880,2097152,3,500
spill_SC,2044,40,5242880,2097152,3,500
spill_SC,2766,50,5242880,2621440,3,500
spill_SC,2518,50,5242880,2621440,3,500
spill_SC,2642,50,5242880,2621440,3,500
spill_SC,2518,50,5242880,2621440,3,500
spill_SC,3286,60,5242880,3145728,3,500
spill_SC,3314,60,5242880,3145728,3,500
spill_SC,3209,60,5242880,3145728,3,500
spill_SC,3338,60,5242880,3145728,3,500
spill_SC,3789,70,5242880,3670016,3,500
spill_SC,3875,70,5242880,3670016,3,500
spill_SC,3752,70,5242880,3670016,3,500
spill_SC,3855,70,5242880,3670016,3,500
spill_SC,4534,80,5242880,4194304,3,500
spill_SC,4320,80,5242880,4194304,3,500
spill_SC,4205,80,5242880,4194304,3,500
spill_SC,4224,80,5242880,4194304,3,500
spill_SC,4874,90,5242880,4718592,3,500
spill_SC,5010,90,5242880,4718592,3,500
spill_SC,4667,90,5242880,4718592,3,500
spill_SC,6795,90,5242880,4718592,3,500
spill_SC,5410,100,5242880,5242880,3,500
spill_SC,5342,100,5242880,5242880,3,500
spill_SC,5153,100,5242880,5242880,3,500
spill_SC,5183,100,5242880,5242880,3,500
spill_SC,508,10,7864320,786432,5,750
spill_SC,528,10,7864320,786432,5,750
spill_SC,553,10,7864320,786432,5,750
spill_SC,545,10,7864320,786432,5,750
spill_SC,514,10,7864320,786432,5,750
spill_SC,517,10,7864320,786432,5,750
spill_SC,1038,20,7864320,1572864,5,750
spill_SC,1010,20,7864320,1572864,5,750
spill_SC,988,20,7864320,1572864,5,750
spill_SC,1011,20,7864320,1572864,5,750
spill_SC,1057,20,7864320,1572864,5,750
spill_SC,1040,20,7864320,1572864,5,750
spill_SC,1602,30,7864320,2359296,5,750
spill_SC,1532,30,7864320,2359296,5,750
spill_SC,1520,30,7864320,2359296,5,750
spill_SC,1665,30,7864320,2359296,5,750
spill_SC,1495,30,7864320,2359296,5,750
spill_SC,1613,30,7864320,2359296,5,750
spill_SC,2103,40,7864320,3145728,5,750
spill_SC,2042,40,7864320,3145728,5,750
spill_SC,2050,40,7864320,3145728,5,750
spill_SC,2029,40,7864320,3145728,5,750
spill_SC,2079,40,7864320,3145728,5,750
spill_SC,1991,40,7864320,3145728,5,750
spill_SC,2562,50,7864320,3932160,5,750
spill_SC,2768,50,7864320,3932160,5,750
spill_SC,2648,50,7864320,3932160,5,750
spill_SC,2689,50,7864320,3932160,5,750
spill_SC,2732,50,7864320,3932160,5,750
spill_SC,2659,50,7864320,3932160,5,750
spill_SC,3108,60,7864320,4718592,5,750
spill_SC,3077,60,7864320,4718592,5,750
spill_SC,3434,60,7864320,4718592,5,750
spill_SC,3330,60,7864320,4718592,5,750
spill_SC,3346,60,7864320,4718592,5,750
spill_SC,3060,60,7864320,4718592,5,750
spill_SC,3727,70,7864320,5505024,5,750
spill_SC,3629,70,7864320,5505024,5,750
spill_SC,3926,70,7864320,5505024,5,750
spill_SC,3567,70,7864320,5505024,5,750
spill_SC,3867,70,7864320,5505024,5,750
spill_SC,3861,70,7864320,5505024,5,750
spill_SC,4214,80,7864320,6291456,5,750
spill_SC,4276,80,7864320,6291456,5,750
