Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
read_SC,1342,20,53687091,10737418,40,5120,128
collect_SC,120,20,53687091,10737418,40,5120,128
spill_SC,1012,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1402,20,53687091,10737418,40,5120,128
collect_SC,151,20,53687091,10737418,40,5120,128
spill_SC,989,20,53687091,10737418,40,5120,128
merge_SC,12,20,53687091,10737418,40,5120,128
read_SC,1355,20,53687091,10737418,40,5120,128
collect_SC,120,20,53687091,10737418,40,5120,128
spill_SC,980,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1477,20,53687091,10737418,40,5120,128
collect_SC,128,20,53687091,10737418,40,5120,128
spill_SC,1046,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1298,20,53687091,10737418,40,5120,128
collect_SC,112,20,53687091,10737418,40,5120,128
spill_SC,983,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1414,20,53687091,10737418,40,5120,128
collect_SC,124,20,53687091,10737418,40,5120,128
spill_SC,965,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1350,20,53687091,10737418,40,5120,128
collect_SC,131,20,53687091,10737418,40,5120,128
spill_SC,1103,20,53687091,10737418,40,5120,128
merge_SC,9,20,53687091,10737418,40,5120,128
read_SC,1333,20,53687091,10737418,40,5120,128
collect_SC,112,20,53687091,10737418,40,5120,128
spill_SC,995,20,53687091,10737418,40,5120,128
merge_SC,9,20,53687091,10737418,40,5120,128
read_SC,1311,20,53687091,10737418,40,5120,128
collect_SC,124,20,53687091,10737418,40,5120,128
spill_SC,1022,20,53687091,10737418,40,5120,128
merge_SC,9,20,53687091,10737418,40,5120,128
write_SC,1573,20,53687091,10737418,40,5120,128
shuffle_SC,3814,20,53687091,10737418,40,5120,128
read_SC,1327,20,53687091,10737418,40,5120,128
collect_SC,136,20,53687091,10737418,40,5120,128
spill_SC,1025,20,53687091,10737418,40,5120,128
merge_SC,18,20,53687091,10737418,40,5120,128
write_SC,2779,20,53687091,10737418,40,5120,128
shuffle_SC,3188,20,53687091,10737418,40,5120,128
read_SC,1359,20,53687091,10737418,40,5120,128
collect_SC,121,20,53687091,10737418,40,5120,128
spill_SC,1007,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1432,20,53687091,10737418,40,5120,128
collect_SC,111,20,53687091,10737418,40,5120,128
spill_SC,985,20,53687091,10737418,40,5120,128
merge_SC,9,20,53687091,10737418,40,5120,128
read_SC,1424,20,53687091,10737418,40,5120,128
collect_SC,156,20,53687091,10737418,40,5120,128
spill_SC,1035,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1316,20,53687091,10737418,40,5120,128
collect_SC,123,20,53687091,10737418,40,5120,128
spill_SC,1035,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1307,20,53687091,10737418,40,5120,128
collect_SC,125,20,53687091,10737418,40,5120,128
spill_SC,1086,20,53687091,10737418,40,5120,128
merge_SC,7,20,53687091,10737418,40,5120,128
read_SC,1346,20,53687091,10737418,40,5120,128
collect_SC,111,20,53687091,10737418,40,5120,128
spill_SC,1055,20,53687091,10737418,40,5120,128
merge_SC,11,20,53687091,10737418,40,5120,128
write_SC,3309,20,53687091,10737418,40,5120,128
shuffle_SC,77303,20,53687091,10737418,40,5120,128
read_SC,1327,20,53687091,10737418,40,5120,128
collect_SC,122,20,53687091,10737418,40,5120,128
spill_SC,1419,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
write_SC,2698,20,53687091,10737418,40,5120,128
shuffle_SC,3011,20,53687091,10737418,40,5120,128
read_SC,1350,20,53687091,10737418,40,5120,128
collect_SC,121,20,53687091,10737418,40,5120,128
spill_SC,1028,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1381,20,53687091,10737418,40,5120,128
collect_SC,143,20,53687091,10737418,40,5120,128
spill_SC,1083,20,53687091,10737418,40,5120,128
merge_SC,8,20,53687091,10737418,40,5120,128
read_SC,1270,30,53687091,16106127,40,5120,128
collect_SC,174,30,53687091,16106127,40,5120,128
spill_SC,2829,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1321,30,53687091,16106127,40,5120,128
collect_SC,181,30,53687091,16106127,40,5120,128
spill_SC,1634,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1292,30,53687091,16106127,40,5120,128
collect_SC,149,30,53687091,16106127,40,5120,128
spill_SC,1484,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1280,30,53687091,16106127,40,5120,128
collect_SC,164,30,53687091,16106127,40,5120,128
spill_SC,1538,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1257,30,53687091,16106127,40,5120,128
collect_SC,153,30,53687091,16106127,40,5120,128
spill_SC,3491,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1379,30,53687091,16106127,40,5120,128
collect_SC,168,30,53687091,16106127,40,5120,128
spill_SC,1535,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1261,30,53687091,16106127,40,5120,128
collect_SC,163,30,53687091,16106127,40,5120,128
spill_SC,1621,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1401,30,53687091,16106127,40,5120,128
collect_SC,146,30,53687091,16106127,40,5120,128
spill_SC,1527,30,53687091,16106127,40,5120,128
merge_SC,10,30,53687091,16106127,40,5120,128
write_SC,1497,30,53687091,16106127,40,5120,128
shuffle_SC,4344,30,53687091,16106127,40,5120,128
read_SC,1390,30,53687091,16106127,40,5120,128
collect_SC,174,30,53687091,16106127,40,5120,128
spill_SC,1630,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1293,30,53687091,16106127,40,5120,128
collect_SC,159,30,53687091,16106127,40,5120,128
spill_SC,1513,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1347,30,53687091,16106127,40,5120,128
collect_SC,165,30,53687091,16106127,40,5120,128
spill_SC,1577,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1341,30,53687091,16106127,40,5120,128
collect_SC,196,30,53687091,16106127,40,5120,128
spill_SC,1477,30,53687091,16106127,40,5120,128
merge_SC,10,30,53687091,16106127,40,5120,128
read_SC,1412,30,53687091,16106127,40,5120,128
collect_SC,178,30,53687091,16106127,40,5120,128
spill_SC,1561,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1315,30,53687091,16106127,40,5120,128
collect_SC,168,30,53687091,16106127,40,5120,128
spill_SC,1514,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1333,30,53687091,16106127,40,5120,128
collect_SC,148,30,53687091,16106127,40,5120,128
spill_SC,1582,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1341,30,53687091,16106127,40,5120,128
collect_SC,176,30,53687091,16106127,40,5120,128
spill_SC,1574,30,53687091,16106127,40,5120,128
merge_SC,12,30,53687091,16106127,40,5120,128
read_SC,1332,30,53687091,16106127,40,5120,128
collect_SC,159,30,53687091,16106127,40,5120,128
spill_SC,3473,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1374,30,53687091,16106127,40,5120,128
collect_SC,176,30,53687091,16106127,40,5120,128
spill_SC,1695,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1383,30,53687091,16106127,40,5120,128
collect_SC,158,30,53687091,16106127,40,5120,128
spill_SC,1483,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1401,30,53687091,16106127,40,5120,128
collect_SC,180,30,53687091,16106127,40,5120,128
spill_SC,1490,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
write_SC,2483,30,53687091,16106127,40,5120,128
shuffle_SC,4367,30,53687091,16106127,40,5120,128
read_SC,1366,30,53687091,16106127,40,5120,128
collect_SC,179,30,53687091,16106127,40,5120,128
spill_SC,1885,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
write_SC,2125,30,53687091,16106127,40,5120,128
shuffle_SC,4418,30,53687091,16106127,40,5120,128
write_SC,3645,30,53687091,16106127,40,5120,128
shuffle_SC,82170,30,53687091,16106127,40,5120,128
read_SC,1398,30,53687091,16106127,40,5120,128
collect_SC,151,30,53687091,16106127,40,5120,128
spill_SC,1471,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1423,30,53687091,16106127,40,5120,128
collect_SC,168,30,53687091,16106127,40,5120,128
spill_SC,1516,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1315,30,53687091,16106127,40,5120,128
collect_SC,178,30,53687091,16106127,40,5120,128
spill_SC,1525,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1337,30,53687091,16106127,40,5120,128
collect_SC,163,30,53687091,16106127,40,5120,128
spill_SC,1612,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1366,30,53687091,16106127,40,5120,128
collect_SC,153,30,53687091,16106127,40,5120,128
spill_SC,1535,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1349,30,53687091,16106127,40,5120,128
collect_SC,175,30,53687091,16106127,40,5120,128
spill_SC,1905,30,53687091,16106127,40,5120,128
merge_SC,15,30,53687091,16106127,40,5120,128
read_SC,1350,30,53687091,16106127,40,5120,128
collect_SC,153,30,53687091,16106127,40,5120,128
spill_SC,1582,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1305,30,53687091,16106127,40,5120,128
collect_SC,192,30,53687091,16106127,40,5120,128
spill_SC,1580,30,53687091,16106127,40,5120,128
merge_SC,7,30,53687091,16106127,40,5120,128
write_SC,1893,30,53687091,16106127,40,5120,128
shuffle_SC,4354,30,53687091,16106127,40,5120,128
read_SC,1388,30,53687091,16106127,40,5120,128
collect_SC,183,30,53687091,16106127,40,5120,128
spill_SC,1544,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
write_SC,2582,30,53687091,16106127,40,5120,128
shuffle_SC,4348,30,53687091,16106127,40,5120,128
read_SC,1327,30,53687091,16106127,40,5120,128
collect_SC,180,30,53687091,16106127,40,5120,128
spill_SC,2660,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1410,30,53687091,16106127,40,5120,128
collect_SC,163,30,53687091,16106127,40,5120,128
spill_SC,1481,30,53687091,16106127,40,5120,128
merge_SC,15,30,53687091,16106127,40,5120,128
read_SC,1466,30,53687091,16106127,40,5120,128
collect_SC,139,30,53687091,16106127,40,5120,128
spill_SC,1467,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1352,30,53687091,16106127,40,5120,128
collect_SC,182,30,53687091,16106127,40,5120,128
spill_SC,1532,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1406,30,53687091,16106127,40,5120,128
collect_SC,188,30,53687091,16106127,40,5120,128
spill_SC,1573,30,53687091,16106127,40,5120,128
merge_SC,11,30,53687091,16106127,40,5120,128
read_SC,1345,30,53687091,16106127,40,5120,128
collect_SC,154,30,53687091,16106127,40,5120,128
spill_SC,1447,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1343,30,53687091,16106127,40,5120,128
collect_SC,201,30,53687091,16106127,40,5120,128
spill_SC,1652,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
read_SC,1267,30,53687091,16106127,40,5120,128
collect_SC,155,30,53687091,16106127,40,5120,128
spill_SC,1511,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
read_SC,1445,30,53687091,16106127,40,5120,128
collect_SC,189,30,53687091,16106127,40,5120,128
spill_SC,1493,30,53687091,16106127,40,5120,128
merge_SC,8,30,53687091,16106127,40,5120,128
write_SC,5084,30,53687091,16106127,40,5120,128
shuffle_SC,4369,30,53687091,16106127,40,5120,128
read_SC,1354,30,53687091,16106127,40,5120,128
collect_SC,162,30,53687091,16106127,40,5120,128
spill_SC,1573,30,53687091,16106127,40,5120,128
merge_SC,9,30,53687091,16106127,40,5120,128
write_SC,1552,30,53687091,16106127,40,5120,128
shuffle_SC,4786,30,53687091,16106127,40,5120,128
read_SC,1383,40,53687091,21474836,40,5120,128
collect_SC,244,40,53687091,21474836,40,5120,128
spill_SC,2043,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1297,40,53687091,21474836,40,5120,128
collect_SC,208,40,53687091,21474836,40,5120,128
spill_SC,2012,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1404,40,53687091,21474836,40,5120,128
collect_SC,206,40,53687091,21474836,40,5120,128
spill_SC,2095,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1384,40,53687091,21474836,40,5120,128
collect_SC,209,40,53687091,21474836,40,5120,128
spill_SC,1964,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1338,40,53687091,21474836,40,5120,128
collect_SC,203,40,53687091,21474836,40,5120,128
spill_SC,2076,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1285,40,53687091,21474836,40,5120,128
collect_SC,200,40,53687091,21474836,40,5120,128
spill_SC,2025,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1207,40,53687091,21474836,40,5120,128
collect_SC,200,40,53687091,21474836,40,5120,128
spill_SC,2067,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1388,40,53687091,21474836,40,5120,128
collect_SC,241,40,53687091,21474836,40,5120,128
spill_SC,1987,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
write_SC,4369,40,53687091,21474836,40,5120,128
shuffle_SC,7034,40,53687091,21474836,40,5120,128
read_SC,1344,40,53687091,21474836,40,5120,128
collect_SC,210,40,53687091,21474836,40,5120,128
spill_SC,2145,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
write_SC,2940,40,53687091,21474836,40,5120,128
shuffle_SC,6031,40,53687091,21474836,40,5120,128
read_SC,1378,40,53687091,21474836,40,5120,128
collect_SC,241,40,53687091,21474836,40,5120,128
spill_SC,2029,40,53687091,21474836,40,5120,128
merge_SC,25,40,53687091,21474836,40,5120,128
read_SC,1282,40,53687091,21474836,40,5120,128
collect_SC,214,40,53687091,21474836,40,5120,128
spill_SC,2239,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1360,40,53687091,21474836,40,5120,128
collect_SC,186,40,53687091,21474836,40,5120,128
spill_SC,2022,40,53687091,21474836,40,5120,128
merge_SC,18,40,53687091,21474836,40,5120,128
read_SC,1354,40,53687091,21474836,40,5120,128
collect_SC,207,40,53687091,21474836,40,5120,128
spill_SC,1999,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1317,40,53687091,21474836,40,5120,128
collect_SC,222,40,53687091,21474836,40,5120,128
spill_SC,2113,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1308,40,53687091,21474836,40,5120,128
collect_SC,204,40,53687091,21474836,40,5120,128
spill_SC,2023,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1259,40,53687091,21474836,40,5120,128
collect_SC,220,40,53687091,21474836,40,5120,128
spill_SC,2020,40,53687091,21474836,40,5120,128
merge_SC,7,40,53687091,21474836,40,5120,128
read_SC,1431,40,53687091,21474836,40,5120,128
collect_SC,196,40,53687091,21474836,40,5120,128
spill_SC,2646,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1366,40,53687091,21474836,40,5120,128
collect_SC,254,40,53687091,21474836,40,5120,128
spill_SC,2048,40,53687091,21474836,40,5120,128
merge_SC,16,40,53687091,21474836,40,5120,128
write_SC,2160,40,53687091,21474836,40,5120,128
shuffle_SC,6104,40,53687091,21474836,40,5120,128
read_SC,1434,40,53687091,21474836,40,5120,128
collect_SC,202,40,53687091,21474836,40,5120,128
spill_SC,2018,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1299,40,53687091,21474836,40,5120,128
collect_SC,214,40,53687091,21474836,40,5120,128
spill_SC,2277,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1373,40,53687091,21474836,40,5120,128
collect_SC,234,40,53687091,21474836,40,5120,128
spill_SC,2031,40,53687091,21474836,40,5120,128
merge_SC,7,40,53687091,21474836,40,5120,128
read_SC,1315,40,53687091,21474836,40,5120,128
collect_SC,201,40,53687091,21474836,40,5120,128
spill_SC,3134,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1337,40,53687091,21474836,40,5120,128
collect_SC,263,40,53687091,21474836,40,5120,128
spill_SC,2068,40,53687091,21474836,40,5120,128
merge_SC,20,40,53687091,21474836,40,5120,128
read_SC,1299,40,53687091,21474836,40,5120,128
collect_SC,203,40,53687091,21474836,40,5120,128
spill_SC,2064,40,53687091,21474836,40,5120,128
merge_SC,7,40,53687091,21474836,40,5120,128
read_SC,1376,40,53687091,21474836,40,5120,128
collect_SC,198,40,53687091,21474836,40,5120,128
spill_SC,2086,40,53687091,21474836,40,5120,128
merge_SC,12,40,53687091,21474836,40,5120,128
read_SC,1306,40,53687091,21474836,40,5120,128
collect_SC,201,40,53687091,21474836,40,5120,128
spill_SC,2023,40,53687091,21474836,40,5120,128
merge_SC,7,40,53687091,21474836,40,5120,128
read_SC,1373,40,53687091,21474836,40,5120,128
collect_SC,204,40,53687091,21474836,40,5120,128
spill_SC,2019,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
write_SC,2178,40,53687091,21474836,40,5120,128
shuffle_SC,91611,40,53687091,21474836,40,5120,128
read_SC,1358,40,53687091,21474836,40,5120,128
collect_SC,225,40,53687091,21474836,40,5120,128
spill_SC,2147,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
write_SC,5714,40,53687091,21474836,40,5120,128
shuffle_SC,7694,40,53687091,21474836,40,5120,128
read_SC,1324,40,53687091,21474836,40,5120,128
collect_SC,231,40,53687091,21474836,40,5120,128
spill_SC,2016,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
write_SC,3532,40,53687091,21474836,40,5120,128
shuffle_SC,6022,40,53687091,21474836,40,5120,128
read_SC,1444,40,53687091,21474836,40,5120,128
collect_SC,225,40,53687091,21474836,40,5120,128
spill_SC,2007,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1310,40,53687091,21474836,40,5120,128
collect_SC,198,40,53687091,21474836,40,5120,128
spill_SC,3250,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1344,40,53687091,21474836,40,5120,128
collect_SC,197,40,53687091,21474836,40,5120,128
spill_SC,2065,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1337,40,53687091,21474836,40,5120,128
collect_SC,186,40,53687091,21474836,40,5120,128
spill_SC,2073,40,53687091,21474836,40,5120,128
merge_SC,7,40,53687091,21474836,40,5120,128
read_SC,1318,40,53687091,21474836,40,5120,128
collect_SC,193,40,53687091,21474836,40,5120,128
spill_SC,2046,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
read_SC,1286,40,53687091,21474836,40,5120,128
collect_SC,171,40,53687091,21474836,40,5120,128
spill_SC,2002,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1353,40,53687091,21474836,40,5120,128
collect_SC,176,40,53687091,21474836,40,5120,128
spill_SC,2005,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1346,40,53687091,21474836,40,5120,128
collect_SC,201,40,53687091,21474836,40,5120,128
spill_SC,2008,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1289,40,53687091,21474836,40,5120,128
collect_SC,199,40,53687091,21474836,40,5120,128
spill_SC,2052,40,53687091,21474836,40,5120,128
merge_SC,7,40,53687091,21474836,40,5120,128
write_SC,3872,40,53687091,21474836,40,5120,128
shuffle_SC,7187,40,53687091,21474836,40,5120,128
read_SC,1438,40,53687091,21474836,40,5120,128
collect_SC,223,40,53687091,21474836,40,5120,128
spill_SC,3191,40,53687091,21474836,40,5120,128
merge_SC,9,40,53687091,21474836,40,5120,128
write_SC,3864,40,53687091,21474836,40,5120,128
shuffle_SC,6039,40,53687091,21474836,40,5120,128
read_SC,1445,40,53687091,21474836,40,5120,128
collect_SC,224,40,53687091,21474836,40,5120,128
spill_SC,2129,40,53687091,21474836,40,5120,128
merge_SC,8,40,53687091,21474836,40,5120,128
read_SC,1277,50,53687091,26843545,40,5120,128
collect_SC,251,50,53687091,26843545,40,5120,128
spill_SC,2542,50,53687091,26843545,40,5120,128
merge_SC,10,50,53687091,26843545,40,5120,128
read_SC,1365,50,53687091,26843545,40,5120,128
collect_SC,264,50,53687091,26843545,40,5120,128
spill_SC,2681,50,53687091,26843545,40,5120,128
merge_SC,9,50,53687091,26843545,40,5120,128
write_SC,2586,50,53687091,26843545,40,5120,128
shuffle_SC,7074,50,53687091,26843545,40,5120,128
read_SC,1295,50,53687091,26843545,40,5120,128
collect_SC,267,50,53687091,26843545,40,5120,128
spill_SC,2641,50,53687091,26843545,40,5120,128
merge_SC,7,50,53687091,26843545,40,5120,128
read_SC,1351,50,53687091,26843545,40,5120,128
collect_SC,253,50,53687091,26843545,40,5120,128
spill_SC,2614,50,53687091,26843545,40,5120,128
merge_SC,9,50,53687091,26843545,40,5120,128
read_SC,1324,50,53687091,26843545,40,5120,128
collect_SC,252,50,53687091,26843545,40,5120,128
spill_SC,2490,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1456,50,53687091,26843545,40,5120,128
collect_SC,257,50,53687091,26843545,40,5120,128
spill_SC,2574,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
write_SC,2615,50,53687091,26843545,40,5120,128
shuffle_SC,6748,50,53687091,26843545,40,5120,128
read_SC,1367,50,53687091,26843545,40,5120,128
collect_SC,251,50,53687091,26843545,40,5120,128
spill_SC,2810,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1019,50,53687091,26843545,40,5120,128
collect_SC,187,50,53687091,26843545,40,5120,128
spill_SC,2668,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1366,50,53687091,26843545,40,5120,128
collect_SC,259,50,53687091,26843545,40,5120,128
spill_SC,2755,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1316,50,53687091,26843545,40,5120,128
collect_SC,248,50,53687091,26843545,40,5120,128
spill_SC,2615,50,53687091,26843545,40,5120,128
merge_SC,7,50,53687091,26843545,40,5120,128
read_SC,1418,50,53687091,26843545,40,5120,128
collect_SC,246,50,53687091,26843545,40,5120,128
spill_SC,2913,50,53687091,26843545,40,5120,128
merge_SC,7,50,53687091,26843545,40,5120,128
read_SC,1328,50,53687091,26843545,40,5120,128
collect_SC,273,50,53687091,26843545,40,5120,128
spill_SC,2667,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1379,50,53687091,26843545,40,5120,128
collect_SC,280,50,53687091,26843545,40,5120,128
spill_SC,2649,50,53687091,26843545,40,5120,128
merge_SC,10,50,53687091,26843545,40,5120,128
read_SC,1464,50,53687091,26843545,40,5120,128
collect_SC,258,50,53687091,26843545,40,5120,128
spill_SC,2606,50,53687091,26843545,40,5120,128
merge_SC,9,50,53687091,26843545,40,5120,128
read_SC,1447,50,53687091,26843545,40,5120,128
collect_SC,272,50,53687091,26843545,40,5120,128
spill_SC,2639,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1286,50,53687091,26843545,40,5120,128
collect_SC,251,50,53687091,26843545,40,5120,128
spill_SC,2612,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1404,50,53687091,26843545,40,5120,128
collect_SC,279,50,53687091,26843545,40,5120,128
spill_SC,6359,50,53687091,26843545,40,5120,128
merge_SC,9,50,53687091,26843545,40,5120,128
write_SC,3797,50,53687091,26843545,40,5120,128
shuffle_SC,6302,50,53687091,26843545,40,5120,128
read_SC,1391,50,53687091,26843545,40,5120,128
collect_SC,245,50,53687091,26843545,40,5120,128
spill_SC,2603,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1416,50,53687091,26843545,40,5120,128
collect_SC,225,50,53687091,26843545,40,5120,128
spill_SC,2538,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1397,50,53687091,26843545,40,5120,128
collect_SC,246,50,53687091,26843545,40,5120,128
spill_SC,2674,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1345,50,53687091,26843545,40,5120,128
collect_SC,251,50,53687091,26843545,40,5120,128
spill_SC,2659,50,53687091,26843545,40,5120,128
merge_SC,7,50,53687091,26843545,40,5120,128
read_SC,1311,50,53687091,26843545,40,5120,128
collect_SC,228,50,53687091,26843545,40,5120,128
spill_SC,2598,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1345,50,53687091,26843545,40,5120,128
collect_SC,248,50,53687091,26843545,40,5120,128
spill_SC,2490,50,53687091,26843545,40,5120,128
merge_SC,9,50,53687091,26843545,40,5120,128
read_SC,1368,50,53687091,26843545,40,5120,128
collect_SC,264,50,53687091,26843545,40,5120,128
spill_SC,2641,50,53687091,26843545,40,5120,128
merge_SC,14,50,53687091,26843545,40,5120,128
write_SC,2586,50,53687091,26843545,40,5120,128
shuffle_SC,100187,50,53687091,26843545,40,5120,128
read_SC,1341,50,53687091,26843545,40,5120,128
collect_SC,266,50,53687091,26843545,40,5120,128
spill_SC,5291,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1221,50,53687091,26843545,40,5120,128
collect_SC,274,50,53687091,26843545,40,5120,128
spill_SC,2496,50,53687091,26843545,40,5120,128
merge_SC,8,50,53687091,26843545,40,5120,128
read_SC,1318,50,53687091,26843545,40,5120,128
collect_SC,256,50,53687091,26843545,40,5120,128
