Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
spill_SC,3796,70,16106127,11274288,12,1536,128
merge_SC,2092,70,16106127,11274288,12,1536,128
read_SC,1501,70,16106127,11274288,12,1536,128
collect_SC,650,70,16106127,11274288,12,1536,128
spill_SC,3743,70,16106127,11274288,12,1536,128
merge_SC,2110,70,16106127,11274288,12,1536,128
read_SC,1522,70,16106127,11274288,12,1536,128
collect_SC,506,70,16106127,11274288,12,1536,128
spill_SC,4043,70,16106127,11274288,12,1536,128
merge_SC,2127,70,16106127,11274288,12,1536,128
read_SC,1558,70,16106127,11274288,12,1536,128
collect_SC,604,70,16106127,11274288,12,1536,128
spill_SC,3729,70,16106127,11274288,12,1536,128
merge_SC,2100,70,16106127,11274288,12,1536,128
write_SC,4456,70,16106127,11274288,12,1536,128
shuffle_SC,3214,70,16106127,11274288,12,1536,128
write_SC,2082,70,16106127,11274288,12,1536,128
shuffle_SC,3159,70,16106127,11274288,12,1536,128
write_SC,3591,70,16106127,11274288,12,1536,128
shuffle_SC,3157,70,16106127,11274288,12,1536,128
write_SC,2053,70,16106127,11274288,12,1536,128
shuffle_SC,3179,70,16106127,11274288,12,1536,128
write_SC,4285,70,16106127,11274288,12,1536,128
shuffle_SC,3140,70,16106127,11274288,12,1536,128
write_SC,4334,70,16106127,11274288,12,1536,128
shuffle_SC,3215,70,16106127,11274288,12,1536,128
read_SC,1457,80,16106127,12884901,12,1536,128
collect_SC,3385,80,16106127,12884901,12,1536,128
spill_SC,4485,80,16106127,12884901,12,1536,128
merge_SC,2408,80,16106127,12884901,12,1536,128
read_SC,1370,80,16106127,12884901,12,1536,128
collect_SC,3319,80,16106127,12884901,12,1536,128
spill_SC,4283,80,16106127,12884901,12,1536,128
merge_SC,2404,80,16106127,12884901,12,1536,128
read_SC,1398,80,16106127,12884901,12,1536,128
collect_SC,3393,80,16106127,12884901,12,1536,128
spill_SC,4336,80,16106127,12884901,12,1536,128
merge_SC,2391,80,16106127,12884901,12,1536,128
read_SC,1452,80,16106127,12884901,12,1536,128
collect_SC,3054,80,16106127,12884901,12,1536,128
spill_SC,4082,80,16106127,12884901,12,1536,128
merge_SC,2409,80,16106127,12884901,12,1536,128
read_SC,1470,80,16106127,12884901,12,1536,128
collect_SC,3499,80,16106127,12884901,12,1536,128
spill_SC,4640,80,16106127,12884901,12,1536,128
merge_SC,2372,80,16106127,12884901,12,1536,128
write_SC,1188,80,16106127,12884901,12,1536,128
shuffle_SC,3565,80,16106127,12884901,12,1536,128
write_SC,1281,80,16106127,12884901,12,1536,128
shuffle_SC,3608,80,16106127,12884901,12,1536,128
write_SC,1181,80,16106127,12884901,12,1536,128
shuffle_SC,3568,80,16106127,12884901,12,1536,128
write_SC,1169,80,16106127,12884901,12,1536,128
shuffle_SC,3546,80,16106127,12884901,12,1536,128
write_SC,1213,80,16106127,12884901,12,1536,128
shuffle_SC,3510,80,16106127,12884901,12,1536,128
write_SC,1218,80,16106127,12884901,12,1536,128
shuffle_SC,3542,80,16106127,12884901,12,1536,128
write_SC,1153,80,16106127,12884901,12,1536,128
shuffle_SC,3584,80,16106127,12884901,12,1536,128
read_SC,1376,80,16106127,12884901,12,1536,128
collect_SC,3447,80,16106127,12884901,12,1536,128
spill_SC,4450,80,16106127,12884901,12,1536,128
merge_SC,2365,80,16106127,12884901,12,1536,128
read_SC,1500,80,16106127,12884901,12,1536,128
collect_SC,3229,80,16106127,12884901,12,1536,128
spill_SC,4255,80,16106127,12884901,12,1536,128
merge_SC,2388,80,16106127,12884901,12,1536,128
read_SC,1322,80,16106127,12884901,12,1536,128
collect_SC,3253,80,16106127,12884901,12,1536,128
spill_SC,4187,80,16106127,12884901,12,1536,128
merge_SC,2387,80,16106127,12884901,12,1536,128
read_SC,1426,80,16106127,12884901,12,1536,128
collect_SC,3229,80,16106127,12884901,12,1536,128
spill_SC,4296,80,16106127,12884901,12,1536,128
merge_SC,2373,80,16106127,12884901,12,1536,128
write_SC,1179,80,16106127,12884901,12,1536,128
shuffle_SC,35203,80,16106127,12884901,12,1536,128
read_SC,1303,80,16106127,12884901,12,1536,128
collect_SC,3226,80,16106127,12884901,12,1536,128
spill_SC,4277,80,16106127,12884901,12,1536,128
merge_SC,2417,80,16106127,12884901,12,1536,128
read_SC,1323,80,16106127,12884901,12,1536,128
collect_SC,3277,80,16106127,12884901,12,1536,128
spill_SC,4278,80,16106127,12884901,12,1536,128
merge_SC,2487,80,16106127,12884901,12,1536,128
read_SC,1390,80,16106127,12884901,12,1536,128
collect_SC,7754,80,16106127,12884901,12,1536,128
spill_SC,8681,80,16106127,12884901,12,1536,128
merge_SC,2365,80,16106127,12884901,12,1536,128
write_SC,1425,90,16106127,14495514,12,1536,128
shuffle_SC,3937,90,16106127,14495514,12,1536,128
write_SC,1511,90,16106127,14495514,12,1536,128
shuffle_SC,3619,90,16106127,14495514,12,1536,128
read_SC,1364,90,16106127,14495514,12,1536,128
collect_SC,3154,90,16106127,14495514,12,1536,128
spill_SC,4621,90,16106127,14495514,12,1536,128
merge_SC,2605,90,16106127,14495514,12,1536,128
write_SC,1384,90,16106127,14495514,12,1536,128
shuffle_SC,7028,90,16106127,14495514,12,1536,128
write_SC,1404,90,16106127,14495514,12,1536,128
shuffle_SC,3966,90,16106127,14495514,12,1536,128
write_SC,1372,90,16106127,14495514,12,1536,128
shuffle_SC,4190,90,16106127,14495514,12,1536,128
write_SC,2005,90,16106127,14495514,12,1536,128
shuffle_SC,3923,90,16106127,14495514,12,1536,128
write_SC,2410,90,16106127,14495514,12,1536,128
shuffle_SC,4017,90,16106127,14495514,12,1536,128
read_SC,1459,90,16106127,14495514,12,1536,128
collect_SC,3498,90,16106127,14495514,12,1536,128
spill_SC,5063,90,16106127,14495514,12,1536,128
merge_SC,2818,90,16106127,14495514,12,1536,128
read_SC,1436,90,16106127,14495514,12,1536,128
collect_SC,3252,90,16106127,14495514,12,1536,128
spill_SC,4688,90,16106127,14495514,12,1536,128
merge_SC,2657,90,16106127,14495514,12,1536,128
read_SC,1452,90,16106127,14495514,12,1536,128
collect_SC,3228,90,16106127,14495514,12,1536,128
spill_SC,4719,90,16106127,14495514,12,1536,128
merge_SC,2689,90,16106127,14495514,12,1536,128
read_SC,1446,90,16106127,14495514,12,1536,128
collect_SC,3389,90,16106127,14495514,12,1536,128
spill_SC,4990,90,16106127,14495514,12,1536,128
merge_SC,2676,90,16106127,14495514,12,1536,128
read_SC,1386,90,16106127,14495514,12,1536,128
collect_SC,3357,90,16106127,14495514,12,1536,128
spill_SC,4877,90,16106127,14495514,12,1536,128
merge_SC,12104,90,16106127,14495514,12,1536,128
read_SC,1357,90,16106127,14495514,12,1536,128
collect_SC,3395,90,16106127,14495514,12,1536,128
spill_SC,9017,90,16106127,14495514,12,1536,128
merge_SC,6823,90,16106127,14495514,12,1536,128
read_SC,1346,90,16106127,14495514,12,1536,128
collect_SC,3276,90,16106127,14495514,12,1536,128
spill_SC,4730,90,16106127,14495514,12,1536,128
merge_SC,2708,90,16106127,14495514,12,1536,128
read_SC,1354,90,16106127,14495514,12,1536,128
collect_SC,3626,90,16106127,14495514,12,1536,128
spill_SC,5202,90,16106127,14495514,12,1536,128
merge_SC,2676,90,16106127,14495514,12,1536,128
read_SC,1449,90,16106127,14495514,12,1536,128
collect_SC,3325,90,16106127,14495514,12,1536,128
spill_SC,4763,90,16106127,14495514,12,1536,128
merge_SC,2655,90,16106127,14495514,12,1536,128
read_SC,1369,90,16106127,14495514,12,1536,128
collect_SC,3296,90,16106127,14495514,12,1536,128
spill_SC,4715,90,16106127,14495514,12,1536,128
merge_SC,2711,90,16106127,14495514,12,1536,128
read_SC,1356,90,16106127,14495514,12,1536,128
collect_SC,3315,90,16106127,14495514,12,1536,128
spill_SC,10145,90,16106127,14495514,12,1536,128
merge_SC,4453,90,16106127,14495514,12,1536,128
write_SC,1795,90,16106127,14495514,12,1536,128
shuffle_SC,27126,90,16106127,14495514,12,1536,128
read_SC,1565,100,16106127,16106127,12,1536,128
collect_SC,3238,100,16106127,16106127,12,1536,128
spill_SC,5391,100,16106127,16106127,12,1536,128
merge_SC,3067,100,16106127,16106127,12,1536,128
read_SC,1325,100,16106127,16106127,12,1536,128
collect_SC,3399,100,16106127,16106127,12,1536,128
spill_SC,5387,100,16106127,16106127,12,1536,128
merge_SC,2991,100,16106127,16106127,12,1536,128
read_SC,1393,100,16106127,16106127,12,1536,128
collect_SC,3446,100,16106127,16106127,12,1536,128
spill_SC,5420,100,16106127,16106127,12,1536,128
merge_SC,2969,100,16106127,16106127,12,1536,128
write_SC,1556,100,16106127,16106127,12,1536,128
shuffle_SC,4888,100,16106127,16106127,12,1536,128
write_SC,1469,100,16106127,16106127,12,1536,128
shuffle_SC,4350,100,16106127,16106127,12,1536,128
write_SC,1578,100,16106127,16106127,12,1536,128
shuffle_SC,4338,100,16106127,16106127,12,1536,128
write_SC,1871,100,16106127,16106127,12,1536,128
shuffle_SC,4855,100,16106127,16106127,12,1536,128
write_SC,2555,100,16106127,16106127,12,1536,128
shuffle_SC,4329,100,16106127,16106127,12,1536,128
read_SC,1184,100,16106127,16106127,12,1536,128
collect_SC,3318,100,16106127,16106127,12,1536,128
spill_SC,5250,100,16106127,16106127,12,1536,128
merge_SC,2892,100,16106127,16106127,12,1536,128
read_SC,1364,100,16106127,16106127,12,1536,128
collect_SC,3399,100,16106127,16106127,12,1536,128
spill_SC,5410,100,16106127,16106127,12,1536,128
merge_SC,2949,100,16106127,16106127,12,1536,128
write_SC,1556,100,16106127,16106127,12,1536,128
shuffle_SC,3686,100,16106127,16106127,12,1536,128
write_SC,3605,100,16106127,16106127,12,1536,128
shuffle_SC,4418,100,16106127,16106127,12,1536,128
read_SC,1329,100,16106127,16106127,12,1536,128
collect_SC,3287,100,16106127,16106127,12,1536,128
spill_SC,5254,100,16106127,16106127,12,1536,128
merge_SC,2989,100,16106127,16106127,12,1536,128
read_SC,1373,100,16106127,16106127,12,1536,128
collect_SC,3364,100,16106127,16106127,12,1536,128
spill_SC,5326,100,16106127,16106127,12,1536,128
merge_SC,2995,100,16106127,16106127,12,1536,128
read_SC,1335,100,16106127,16106127,12,1536,128
collect_SC,3506,100,16106127,16106127,12,1536,128
spill_SC,5581,100,16106127,16106127,12,1536,128
merge_SC,2970,100,16106127,16106127,12,1536,128
write_SC,1609,100,16106127,16106127,12,1536,128
shuffle_SC,35733,100,16106127,16106127,12,1536,128
read_SC,1328,100,16106127,16106127,12,1536,128
collect_SC,6827,100,16106127,16106127,12,1536,128
spill_SC,8812,100,16106127,16106127,12,1536,128
merge_SC,3069,100,16106127,16106127,12,1536,128
read_SC,1442,100,16106127,16106127,12,1536,128
collect_SC,3457,100,16106127,16106127,12,1536,128
spill_SC,6401,100,16106127,16106127,12,1536,128
merge_SC,3118,100,16106127,16106127,12,1536,128
read_SC,1361,100,16106127,16106127,12,1536,128
collect_SC,3553,100,16106127,16106127,12,1536,128
spill_SC,5711,100,16106127,16106127,12,1536,128
merge_SC,2957,100,16106127,16106127,12,1536,128
read_SC,1424,100,16106127,16106127,12,1536,128
collect_SC,6924,100,16106127,16106127,12,1536,128
spill_SC,8881,100,16106127,16106127,12,1536,128
merge_SC,2976,100,16106127,16106127,12,1536,128
read_SC,1335,10,21474836,2147483,16,2048,128
collect_SC,75,10,21474836,2147483,16,2048,128
spill_SC,508,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
read_SC,1066,10,21474836,2147483,16,2048,128
collect_SC,55,10,21474836,2147483,16,2048,128
spill_SC,1420,10,21474836,2147483,16,2048,128
merge_SC,11,10,21474836,2147483,16,2048,128
read_SC,1351,10,21474836,2147483,16,2048,128
collect_SC,90,10,21474836,2147483,16,2048,128
spill_SC,521,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
read_SC,1457,10,21474836,2147483,16,2048,128
collect_SC,84,10,21474836,2147483,16,2048,128
spill_SC,500,10,21474836,2147483,16,2048,128
merge_SC,9,10,21474836,2147483,16,2048,128
write_SC,289,10,21474836,2147483,16,2048,128
shuffle_SC,11611,10,21474836,2147483,16,2048,128
read_SC,1293,10,21474836,2147483,16,2048,128
collect_SC,60,10,21474836,2147483,16,2048,128
spill_SC,520,10,21474836,2147483,16,2048,128
merge_SC,10,10,21474836,2147483,16,2048,128
read_SC,1294,10,21474836,2147483,16,2048,128
collect_SC,76,10,21474836,2147483,16,2048,128
spill_SC,485,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
read_SC,1355,10,21474836,2147483,16,2048,128
collect_SC,64,10,21474836,2147483,16,2048,128
spill_SC,517,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
write_SC,360,10,21474836,2147483,16,2048,128
shuffle_SC,1345,10,21474836,2147483,16,2048,128
write_SC,352,10,21474836,2147483,16,2048,128
shuffle_SC,948,10,21474836,2147483,16,2048,128
write_SC,346,10,21474836,2147483,16,2048,128
shuffle_SC,907,10,21474836,2147483,16,2048,128
read_SC,1490,10,21474836,2147483,16,2048,128
collect_SC,119,10,21474836,2147483,16,2048,128
spill_SC,506,10,21474836,2147483,16,2048,128
merge_SC,9,10,21474836,2147483,16,2048,128
read_SC,1051,10,21474836,2147483,16,2048,128
collect_SC,54,10,21474836,2147483,16,2048,128
spill_SC,1803,10,21474836,2147483,16,2048,128
merge_SC,7,10,21474836,2147483,16,2048,128
read_SC,1312,10,21474836,2147483,16,2048,128
collect_SC,66,10,21474836,2147483,16,2048,128
spill_SC,502,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
read_SC,1312,10,21474836,2147483,16,2048,128
collect_SC,73,10,21474836,2147483,16,2048,128
spill_SC,532,10,21474836,2147483,16,2048,128
merge_SC,11,10,21474836,2147483,16,2048,128
read_SC,1302,10,21474836,2147483,16,2048,128
collect_SC,88,10,21474836,2147483,16,2048,128
spill_SC,488,10,21474836,2147483,16,2048,128
merge_SC,9,10,21474836,2147483,16,2048,128
read_SC,1529,10,21474836,2147483,16,2048,128
collect_SC,74,10,21474836,2147483,16,2048,128
spill_SC,507,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
read_SC,1398,10,21474836,2147483,16,2048,128
collect_SC,86,10,21474836,2147483,16,2048,128
spill_SC,516,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
read_SC,1311,10,21474836,2147483,16,2048,128
collect_SC,66,10,21474836,2147483,16,2048,128
spill_SC,530,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
write_SC,335,10,21474836,2147483,16,2048,128
shuffle_SC,929,10,21474836,2147483,16,2048,128
write_SC,356,10,21474836,2147483,16,2048,128
shuffle_SC,969,10,21474836,2147483,16,2048,128
write_SC,327,10,21474836,2147483,16,2048,128
shuffle_SC,895,10,21474836,2147483,16,2048,128
write_SC,370,10,21474836,2147483,16,2048,128
shuffle_SC,920,10,21474836,2147483,16,2048,128
read_SC,998,10,21474836,2147483,16,2048,128
collect_SC,64,10,21474836,2147483,16,2048,128
spill_SC,3122,10,21474836,2147483,16,2048,128
merge_SC,8,10,21474836,2147483,16,2048,128
write_SC,547,20,21474836,4294967,16,2048,128
shuffle_SC,1449,20,21474836,4294967,16,2048,128
write_SC,537,20,21474836,4294967,16,2048,128
shuffle_SC,1445,20,21474836,4294967,16,2048,128
read_SC,1286,20,21474836,4294967,16,2048,128
collect_SC,130,20,21474836,4294967,16,2048,128
spill_SC,970,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
write_SC,1168,20,21474836,4294967,16,2048,128
shuffle_SC,1444,20,21474836,4294967,16,2048,128
write_SC,951,20,21474836,4294967,16,2048,128
shuffle_SC,13983,20,21474836,4294967,16,2048,128
read_SC,1260,20,21474836,4294967,16,2048,128
collect_SC,91,20,21474836,4294967,16,2048,128
spill_SC,1012,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1383,20,21474836,4294967,16,2048,128
collect_SC,112,20,21474836,4294967,16,2048,128
spill_SC,1020,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1336,20,21474836,4294967,16,2048,128
collect_SC,127,20,21474836,4294967,16,2048,128
spill_SC,1009,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
read_SC,1412,20,21474836,4294967,16,2048,128
collect_SC,116,20,21474836,4294967,16,2048,128
spill_SC,1024,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
read_SC,1484,20,21474836,4294967,16,2048,128
collect_SC,151,20,21474836,4294967,16,2048,128
spill_SC,1118,20,21474836,4294967,16,2048,128
merge_SC,14,20,21474836,4294967,16,2048,128
read_SC,1417,20,21474836,4294967,16,2048,128
collect_SC,127,20,21474836,4294967,16,2048,128
spill_SC,1002,20,21474836,4294967,16,2048,128
merge_SC,10,20,21474836,4294967,16,2048,128
read_SC,1421,20,21474836,4294967,16,2048,128
collect_SC,123,20,21474836,4294967,16,2048,128
spill_SC,996,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
write_SC,596,20,21474836,4294967,16,2048,128
shuffle_SC,1439,20,21474836,4294967,16,2048,128
write_SC,524,20,21474836,4294967,16,2048,128
shuffle_SC,2408,20,21474836,4294967,16,2048,128
write_SC,628,20,21474836,4294967,16,2048,128
shuffle_SC,1427,20,21474836,4294967,16,2048,128
write_SC,509,20,21474836,4294967,16,2048,128
shuffle_SC,1634,20,21474836,4294967,16,2048,128
read_SC,1314,20,21474836,4294967,16,2048,128
collect_SC,109,20,21474836,4294967,16,2048,128
spill_SC,981,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
read_SC,1406,20,21474836,4294967,16,2048,128
collect_SC,135,20,21474836,4294967,16,2048,128
spill_SC,1013,20,21474836,4294967,16,2048,128
merge_SC,7,20,21474836,4294967,16,2048,128
read_SC,1500,20,21474836,4294967,16,2048,128
collect_SC,137,20,21474836,4294967,16,2048,128
spill_SC,986,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1283,20,21474836,4294967,16,2048,128
collect_SC,116,20,21474836,4294967,16,2048,128
spill_SC,973,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
read_SC,1293,20,21474836,4294967,16,2048,128
collect_SC,139,20,21474836,4294967,16,2048,128
spill_SC,974,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1394,20,21474836,4294967,16,2048,128
collect_SC,129,20,21474836,4294967,16,2048,128
spill_SC,995,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1409,20,21474836,4294967,16,2048,128
collect_SC,133,20,21474836,4294967,16,2048,128
spill_SC,1020,20,21474836,4294967,16,2048,128
merge_SC,10,20,21474836,4294967,16,2048,128
read_SC,1359,20,21474836,4294967,16,2048,128
collect_SC,118,20,21474836,4294967,16,2048,128
spill_SC,1069,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1400,30,21474836,6442450,16,2048,128
collect_SC,173,30,21474836,6442450,16,2048,128
spill_SC,1569,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1330,30,21474836,6442450,16,2048,128
collect_SC,171,30,21474836,6442450,16,2048,128
spill_SC,1597,30,21474836,6442450,16,2048,128
merge_SC,9,30,21474836,6442450,16,2048,128
read_SC,1286,30,21474836,6442450,16,2048,128
collect_SC,137,30,21474836,6442450,16,2048,128
spill_SC,1545,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1328,30,21474836,6442450,16,2048,128
collect_SC,184,30,21474836,6442450,16,2048,128
spill_SC,1543,30,21474836,6442450,16,2048,128
merge_SC,9,30,21474836,6442450,16,2048,128
read_SC,1351,30,21474836,6442450,16,2048,128
collect_SC,178,30,21474836,6442450,16,2048,128
spill_SC,1500,30,21474836,6442450,16,2048,128
merge_SC,13,30,21474836,6442450,16,2048,128
read_SC,1396,30,21474836,6442450,16,2048,128
collect_SC,186,30,21474836,6442450,16,2048,128
spill_SC,1572,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1338,30,21474836,6442450,16,2048,128
collect_SC,158,30,21474836,6442450,16,2048,128
spill_SC,1481,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1311,30,21474836,6442450,16,2048,128
collect_SC,144,30,21474836,6442450,16,2048,128
spill_SC,1498,30,21474836,6442450,16,2048,128
merge_SC,9,30,21474836,6442450,16,2048,128
write_SC,930,30,21474836,6442450,16,2048,128
shuffle_SC,2143,30,21474836,6442450,16,2048,128
write_SC,790,30,21474836,6442450,16,2048,128
shuffle_SC,2317,30,21474836,6442450,16,2048,128
write_SC,805,30,21474836,6442450,16,2048,128
shuffle_SC,2020,30,21474836,6442450,16,2048,128
read_SC,1300,30,21474836,6442450,16,2048,128
collect_SC,136,30,21474836,6442450,16,2048,128
spill_SC,1510,30,21474836,6442450,16,2048,128
merge_SC,10,30,21474836,6442450,16,2048,128
read_SC,1442,30,21474836,6442450,16,2048,128
collect_SC,149,30,21474836,6442450,16,2048,128
spill_SC,1562,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
write_SC,834,30,21474836,6442450,16,2048,128
shuffle_SC,14360,30,21474836,6442450,16,2048,128
read_SC,1296,30,21474836,6442450,16,2048,128
collect_SC,168,30,21474836,6442450,16,2048,128
spill_SC,1457,30,21474836,6442450,16,2048,128
merge_SC,7,30,21474836,6442450,16,2048,128
read_SC,1333,30,21474836,6442450,16,2048,128
collect_SC,191,30,21474836,6442450,16,2048,128
spill_SC,1622,30,21474836,6442450,16,2048,128
merge_SC,10,30,21474836,6442450,16,2048,128
read_SC,1344,30,21474836,6442450,16,2048,128
collect_SC,170,30,21474836,6442450,16,2048,128
spill_SC,1562,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1351,30,21474836,6442450,16,2048,128
collect_SC,211,30,21474836,6442450,16,2048,128
spill_SC,1494,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1402,30,21474836,6442450,16,2048,128
collect_SC,188,30,21474836,6442450,16,2048,128
spill_SC,1506,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
write_SC,777,30,21474836,6442450,16,2048,128
shuffle_SC,2502,30,21474836,6442450,16,2048,128
read_SC,1333,30,21474836,6442450,16,2048,128
collect_SC,172,30,21474836,6442450,16,2048,128
spill_SC,1431,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
write_SC,1319,30,21474836,6442450,16,2048,128
shuffle_SC,2611,30,21474836,6442450,16,2048,128
write_SC,1016,30,21474836,6442450,16,2048,128
shuffle_SC,1956,30,21474836,6442450,16,2048,128
write_SC,1495,30,21474836,6442450,16,2048,128
shuffle_SC,1945,30,21474836,6442450,16,2048,128
write_SC,2927,40,21474836,8589934,16,2048,128
shuffle_SC,2422,40,21474836,8589934,16,2048,128
read_SC,1461,40,21474836,8589934,16,2048,128
collect_SC,217,40,21474836,8589934,16,2048,128
spill_SC,2077,40,21474836,8589934,16,2048,128
merge_SC,10,40,21474836,8589934,16,2048,128
read_SC,1388,40,21474836,8589934,16,2048,128
collect_SC,204,40,21474836,8589934,16,2048,128
spill_SC,2072,40,21474836,8589934,16,2048,128
merge_SC,7,40,21474836,8589934,16,2048,128
read_SC,1416,40,21474836,8589934,16,2048,128
collect_SC,223,40,21474836,8589934,16,2048,128
spill_SC,1948,40,21474836,8589934,16,2048,128
merge_SC,15,40,21474836,8589934,16,2048,128
read_SC,1358,40,21474836,8589934,16,2048,128
collect_SC,246,40,21474836,8589934,16,2048,128
spill_SC,2085,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1360,40,21474836,8589934,16,2048,128
collect_SC,230,40,21474836,8589934,16,2048,128
spill_SC,2057,40,21474836,8589934,16,2048,128
merge_SC,20,40,21474836,8589934,16,2048,128
read_SC,1190,40,21474836,8589934,16,2048,128
collect_SC,164,40,21474836,8589934,16,2048,128
spill_SC,2034,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1394,40,21474836,8589934,16,2048,128
collect_SC,235,40,21474836,8589934,16,2048,128
spill_SC,2040,40,21474836,8589934,16,2048,128
merge_SC,23,40,21474836,8589934,16,2048,128
write_SC,1777,40,21474836,8589934,16,2048,128
shuffle_SC,4284,40,21474836,8589934,16,2048,128
read_SC,1299,40,21474836,8589934,16,2048,128
collect_SC,211,40,21474836,8589934,16,2048,128
spill_SC,2024,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
write_SC,2453,40,21474836,8589934,16,2048,128
shuffle_SC,2864,40,21474836,8589934,16,2048,128
write_SC,2758,40,21474836,8589934,16,2048,128
shuffle_SC,2475,40,21474836,8589934,16,2048,128
write_SC,1993,40,21474836,8589934,16,2048,128
shuffle_SC,2496,40,21474836,8589934,16,2048,128
read_SC,1378,40,21474836,8589934,16,2048,128
collect_SC,223,40,21474836,8589934,16,2048,128
spill_SC,2076,40,21474836,8589934,16,2048,128
merge_SC,12,40,21474836,8589934,16,2048,128
read_SC,1392,40,21474836,8589934,16,2048,128
collect_SC,213,40,21474836,8589934,16,2048,128
spill_SC,2076,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1305,40,21474836,8589934,16,2048,128
collect_SC,207,40,21474836,8589934,16,2048,128
spill_SC,2060,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1360,40,21474836,8589934,16,2048,128
collect_SC,213,40,21474836,8589934,16,2048,128
spill_SC,2122,40,21474836,8589934,16,2048,128
merge_SC,9,40,21474836,8589934,16,2048,128
read_SC,1398,40,21474836,8589934,16,2048,128
collect_SC,194,40,21474836,8589934,16,2048,128
spill_SC,1982,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
write_SC,3847,40,21474836,8589934,16,2048,128
shuffle_SC,14693,40,21474836,8589934,16,2048,128
read_SC,1426,40,21474836,8589934,16,2048,128
collect_SC,218,40,21474836,8589934,16,2048,128
spill_SC,2062,40,21474836,8589934,16,2048,128
merge_SC,7,40,21474836,8589934,16,2048,128
read_SC,1311,40,21474836,8589934,16,2048,128
collect_SC,217,40,21474836,8589934,16,2048,128
spill_SC,2030,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1066,40,21474836,8589934,16,2048,128
collect_SC,168,40,21474836,8589934,16,2048,128
spill_SC,2080,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
write_SC,1543,40,21474836,8589934,16,2048,128
shuffle_SC,2483,40,21474836,8589934,16,2048,128
write_SC,980,40,21474836,8589934,16,2048,128
shuffle_SC,3352,40,21474836,8589934,16,2048,128
read_SC,1302,50,21474836,10737418,16,2048,128
collect_SC,264,50,21474836,10737418,16,2048,128
spill_SC,2587,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
write_SC,1199,50,21474836,10737418,16,2048,128
shuffle_SC,18092,50,21474836,10737418,16,2048,128
read_SC,1418,50,21474836,10737418,16,2048,128
