Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize,BlockSize
read_SC,1231,60,42949672,25769803,32,4096,128
collect_SC,272,60,42949672,25769803,32,4096,128
spill_SC,1929,60,42949672,25769803,32,4096,128
merge_SC,1293,60,42949672,25769803,32,4096,128
read_SC,1232,60,42949672,25769803,32,4096,128
collect_SC,267,60,42949672,25769803,32,4096,128
spill_SC,2383,60,42949672,25769803,32,4096,128
merge_SC,1291,60,42949672,25769803,32,4096,128
read_SC,974,60,42949672,25769803,32,4096,128
collect_SC,220,60,42949672,25769803,32,4096,128
spill_SC,2419,60,42949672,25769803,32,4096,128
merge_SC,1073,60,42949672,25769803,32,4096,128
read_SC,966,60,42949672,25769803,32,4096,128
collect_SC,230,60,42949672,25769803,32,4096,128
spill_SC,1585,60,42949672,25769803,32,4096,128
merge_SC,1068,60,42949672,25769803,32,4096,128
write_SC,17560,60,42949672,25769803,32,4096,128
shuffle_SC,54285,60,42949672,25769803,32,4096,128
read_SC,1091,60,42949672,25769803,32,4096,128
collect_SC,240,60,42949672,25769803,32,4096,128
spill_SC,1512,60,42949672,25769803,32,4096,128
merge_SC,1192,60,42949672,25769803,32,4096,128
read_SC,1142,60,42949672,25769803,32,4096,128
collect_SC,255,60,42949672,25769803,32,4096,128
spill_SC,1628,60,42949672,25769803,32,4096,128
merge_SC,1173,60,42949672,25769803,32,4096,128
read_SC,1152,60,42949672,25769803,32,4096,128
collect_SC,231,60,42949672,25769803,32,4096,128
spill_SC,1518,60,42949672,25769803,32,4096,128
merge_SC,1144,60,42949672,25769803,32,4096,128
read_SC,1321,60,42949672,25769803,32,4096,128
collect_SC,301,60,42949672,25769803,32,4096,128
spill_SC,1787,60,42949672,25769803,32,4096,128
merge_SC,1177,60,42949672,25769803,32,4096,128
read_SC,1367,60,42949672,25769803,32,4096,128
collect_SC,251,60,42949672,25769803,32,4096,128
spill_SC,1853,60,42949672,25769803,32,4096,128
merge_SC,1203,60,42949672,25769803,32,4096,128
read_SC,1159,60,42949672,25769803,32,4096,128
collect_SC,228,60,42949672,25769803,32,4096,128
spill_SC,1542,60,42949672,25769803,32,4096,128
merge_SC,1189,60,42949672,25769803,32,4096,128
read_SC,1247,60,42949672,25769803,32,4096,128
collect_SC,244,60,42949672,25769803,32,4096,128
spill_SC,1632,60,42949672,25769803,32,4096,128
merge_SC,1166,60,42949672,25769803,32,4096,128
read_SC,1240,60,42949672,25769803,32,4096,128
collect_SC,250,60,42949672,25769803,32,4096,128
spill_SC,2361,60,42949672,25769803,32,4096,128
merge_SC,1344,60,42949672,25769803,32,4096,128
read_SC,1123,60,42949672,25769803,32,4096,128
collect_SC,218,60,42949672,25769803,32,4096,128
spill_SC,1611,60,42949672,25769803,32,4096,128
merge_SC,1260,60,42949672,25769803,32,4096,128
read_SC,1248,60,42949672,25769803,32,4096,128
collect_SC,211,60,42949672,25769803,32,4096,128
spill_SC,1692,60,42949672,25769803,32,4096,128
merge_SC,1158,60,42949672,25769803,32,4096,128
read_SC,1289,70,42949672,30064770,32,4096,128
collect_SC,465,70,42949672,30064770,32,4096,128
spill_SC,1912,70,42949672,30064770,32,4096,128
merge_SC,1412,70,42949672,30064770,32,4096,128
read_SC,1269,70,42949672,30064770,32,4096,128
collect_SC,574,70,42949672,30064770,32,4096,128
spill_SC,2212,70,42949672,30064770,32,4096,128
merge_SC,1323,70,42949672,30064770,32,4096,128
read_SC,3861,70,42949672,30064770,32,4096,128
collect_SC,474,70,42949672,30064770,32,4096,128
spill_SC,2555,70,42949672,30064770,32,4096,128
merge_SC,1409,70,42949672,30064770,32,4096,128
read_SC,1245,70,42949672,30064770,32,4096,128
collect_SC,426,70,42949672,30064770,32,4096,128
spill_SC,1978,70,42949672,30064770,32,4096,128
merge_SC,1460,70,42949672,30064770,32,4096,128
read_SC,1128,70,42949672,30064770,32,4096,128
collect_SC,426,70,42949672,30064770,32,4096,128
spill_SC,1889,70,42949672,30064770,32,4096,128
merge_SC,1304,70,42949672,30064770,32,4096,128
read_SC,1818,70,42949672,30064770,32,4096,128
collect_SC,318,70,42949672,30064770,32,4096,128
spill_SC,2664,70,42949672,30064770,32,4096,128
merge_SC,1341,70,42949672,30064770,32,4096,128
read_SC,1197,70,42949672,30064770,32,4096,128
collect_SC,478,70,42949672,30064770,32,4096,128
spill_SC,2143,70,42949672,30064770,32,4096,128
merge_SC,1410,70,42949672,30064770,32,4096,128
read_SC,1123,70,42949672,30064770,32,4096,128
collect_SC,395,70,42949672,30064770,32,4096,128
spill_SC,1972,70,42949672,30064770,32,4096,128
merge_SC,1303,70,42949672,30064770,32,4096,128
read_SC,1735,70,42949672,30064770,32,4096,128
collect_SC,335,70,42949672,30064770,32,4096,128
spill_SC,2697,70,42949672,30064770,32,4096,128
merge_SC,1515,70,42949672,30064770,32,4096,128
read_SC,1223,70,42949672,30064770,32,4096,128
collect_SC,589,70,42949672,30064770,32,4096,128
spill_SC,2202,70,42949672,30064770,32,4096,128
merge_SC,1497,70,42949672,30064770,32,4096,128
read_SC,1159,70,42949672,30064770,32,4096,128
collect_SC,406,70,42949672,30064770,32,4096,128
spill_SC,1958,70,42949672,30064770,32,4096,128
merge_SC,1364,70,42949672,30064770,32,4096,128
read_SC,1251,70,42949672,30064770,32,4096,128
collect_SC,463,70,42949672,30064770,32,4096,128
spill_SC,2163,70,42949672,30064770,32,4096,128
merge_SC,1461,70,42949672,30064770,32,4096,128
read_SC,1180,70,42949672,30064770,32,4096,128
collect_SC,418,70,42949672,30064770,32,4096,128
spill_SC,2018,70,42949672,30064770,32,4096,128
merge_SC,1412,70,42949672,30064770,32,4096,128
read_SC,1259,70,42949672,30064770,32,4096,128
collect_SC,441,70,42949672,30064770,32,4096,128
spill_SC,2078,70,42949672,30064770,32,4096,128
merge_SC,1462,70,42949672,30064770,32,4096,128
read_SC,896,70,42949672,30064770,32,4096,128
collect_SC,356,70,42949672,30064770,32,4096,128
spill_SC,1776,70,42949672,30064770,32,4096,128
merge_SC,1235,70,42949672,30064770,32,4096,128
read_SC,1049,70,42949672,30064770,32,4096,128
collect_SC,337,70,42949672,30064770,32,4096,128
spill_SC,1839,70,42949672,30064770,32,4096,128
merge_SC,1230,70,42949672,30064770,32,4096,128
write_SC,20449,70,42949672,30064770,32,4096,128
shuffle_SC,50088,70,42949672,30064770,32,4096,128
read_SC,987,70,42949672,30064770,32,4096,128
collect_SC,395,70,42949672,30064770,32,4096,128
spill_SC,1785,70,42949672,30064770,32,4096,128
merge_SC,1199,70,42949672,30064770,32,4096,128
read_SC,1053,70,42949672,30064770,32,4096,128
collect_SC,367,70,42949672,30064770,32,4096,128
spill_SC,1914,70,42949672,30064770,32,4096,128
merge_SC,1363,70,42949672,30064770,32,4096,128
read_SC,958,70,42949672,30064770,32,4096,128
collect_SC,316,70,42949672,30064770,32,4096,128
spill_SC,3737,70,42949672,30064770,32,4096,128
merge_SC,2451,70,42949672,30064770,32,4096,128
read_SC,1002,70,42949672,30064770,32,4096,128
collect_SC,330,70,42949672,30064770,32,4096,128
spill_SC,1802,70,42949672,30064770,32,4096,128
merge_SC,1295,70,42949672,30064770,32,4096,128
read_SC,1014,70,42949672,30064770,32,4096,128
collect_SC,292,70,42949672,30064770,32,4096,128
spill_SC,2403,70,42949672,30064770,32,4096,128
merge_SC,1287,70,42949672,30064770,32,4096,128
read_SC,1139,70,42949672,30064770,32,4096,128
collect_SC,560,70,42949672,30064770,32,4096,128
spill_SC,1955,70,42949672,30064770,32,4096,128
merge_SC,1287,70,42949672,30064770,32,4096,128
read_SC,1169,70,42949672,30064770,32,4096,128
collect_SC,405,70,42949672,30064770,32,4096,128
spill_SC,1927,70,42949672,30064770,32,4096,128
merge_SC,1373,70,42949672,30064770,32,4096,128
read_SC,1194,70,42949672,30064770,32,4096,128
collect_SC,583,70,42949672,30064770,32,4096,128
spill_SC,1920,70,42949672,30064770,32,4096,128
merge_SC,1343,70,42949672,30064770,32,4096,128
read_SC,1323,70,42949672,30064770,32,4096,128
collect_SC,428,70,42949672,30064770,32,4096,128
spill_SC,3144,70,42949672,30064770,32,4096,128
merge_SC,1393,70,42949672,30064770,32,4096,128
read_SC,7773,70,42949672,30064770,32,4096,128
collect_SC,379,70,42949672,30064770,32,4096,128
spill_SC,1848,70,42949672,30064770,32,4096,128
merge_SC,1366,70,42949672,30064770,32,4096,128
read_SC,1235,70,42949672,30064770,32,4096,128
collect_SC,436,70,42949672,30064770,32,4096,128
spill_SC,1931,70,42949672,30064770,32,4096,128
merge_SC,1355,70,42949672,30064770,32,4096,128
read_SC,1249,70,42949672,30064770,32,4096,128
collect_SC,403,70,42949672,30064770,32,4096,128
spill_SC,1896,70,42949672,30064770,32,4096,128
merge_SC,1410,70,42949672,30064770,32,4096,128
read_SC,1208,70,42949672,30064770,32,4096,128
collect_SC,342,70,42949672,30064770,32,4096,128
spill_SC,2036,70,42949672,30064770,32,4096,128
merge_SC,1329,70,42949672,30064770,32,4096,128
read_SC,1215,70,42949672,30064770,32,4096,128
collect_SC,474,70,42949672,30064770,32,4096,128
spill_SC,2990,70,42949672,30064770,32,4096,128
merge_SC,1469,70,42949672,30064770,32,4096,128
read_SC,1159,70,42949672,30064770,32,4096,128
collect_SC,495,70,42949672,30064770,32,4096,128
spill_SC,1903,70,42949672,30064770,32,4096,128
merge_SC,1323,70,42949672,30064770,32,4096,128
read_SC,1273,70,42949672,30064770,32,4096,128
collect_SC,345,70,42949672,30064770,32,4096,128
spill_SC,2481,70,42949672,30064770,32,4096,128
merge_SC,1384,70,42949672,30064770,32,4096,128
read_SC,1260,80,42949672,34359737,32,4096,128
collect_SC,1718,80,42949672,34359737,32,4096,128
spill_SC,2516,80,42949672,34359737,32,4096,128
merge_SC,1463,80,42949672,34359737,32,4096,128
read_SC,1294,80,42949672,34359737,32,4096,128
collect_SC,1579,80,42949672,34359737,32,4096,128
spill_SC,2141,80,42949672,34359737,32,4096,128
merge_SC,1485,80,42949672,34359737,32,4096,128
read_SC,1227,80,42949672,34359737,32,4096,128
collect_SC,1696,80,42949672,34359737,32,4096,128
spill_SC,2307,80,42949672,34359737,32,4096,128
merge_SC,1593,80,42949672,34359737,32,4096,128
read_SC,1447,80,42949672,34359737,32,4096,128
collect_SC,1814,80,42949672,34359737,32,4096,128
spill_SC,2380,80,42949672,34359737,32,4096,128
merge_SC,1655,80,42949672,34359737,32,4096,128
read_SC,1339,80,42949672,34359737,32,4096,128
collect_SC,1810,80,42949672,34359737,32,4096,128
spill_SC,2357,80,42949672,34359737,32,4096,128
merge_SC,1524,80,42949672,34359737,32,4096,128
read_SC,1251,80,42949672,34359737,32,4096,128
collect_SC,1706,80,42949672,34359737,32,4096,128
spill_SC,2281,80,42949672,34359737,32,4096,128
merge_SC,1510,80,42949672,34359737,32,4096,128
read_SC,1385,80,42949672,34359737,32,4096,128
collect_SC,1792,80,42949672,34359737,32,4096,128
spill_SC,2271,80,42949672,34359737,32,4096,128
merge_SC,1559,80,42949672,34359737,32,4096,128
read_SC,1215,80,42949672,34359737,32,4096,128
collect_SC,1591,80,42949672,34359737,32,4096,128
spill_SC,2178,80,42949672,34359737,32,4096,128
merge_SC,1499,80,42949672,34359737,32,4096,128
read_SC,1449,80,42949672,34359737,32,4096,128
collect_SC,2316,80,42949672,34359737,32,4096,128
spill_SC,2792,80,42949672,34359737,32,4096,128
merge_SC,1533,80,42949672,34359737,32,4096,128
read_SC,1232,80,42949672,34359737,32,4096,128
collect_SC,2003,80,42949672,34359737,32,4096,128
spill_SC,2573,80,42949672,34359737,32,4096,128
merge_SC,1754,80,42949672,34359737,32,4096,128
read_SC,1144,80,42949672,34359737,32,4096,128
collect_SC,1674,80,42949672,34359737,32,4096,128
spill_SC,2278,80,42949672,34359737,32,4096,128
merge_SC,1802,80,42949672,34359737,32,4096,128
read_SC,1297,80,42949672,34359737,32,4096,128
collect_SC,1887,80,42949672,34359737,32,4096,128
spill_SC,2433,80,42949672,34359737,32,4096,128
merge_SC,1627,80,42949672,34359737,32,4096,128
read_SC,1298,80,42949672,34359737,32,4096,128
collect_SC,1735,80,42949672,34359737,32,4096,128
spill_SC,2349,80,42949672,34359737,32,4096,128
merge_SC,1695,80,42949672,34359737,32,4096,128
read_SC,1329,80,42949672,34359737,32,4096,128
collect_SC,1808,80,42949672,34359737,32,4096,128
spill_SC,2454,80,42949672,34359737,32,4096,128
merge_SC,1596,80,42949672,34359737,32,4096,128
read_SC,1169,80,42949672,34359737,32,4096,128
collect_SC,2132,80,42949672,34359737,32,4096,128
spill_SC,2830,80,42949672,34359737,32,4096,128
merge_SC,1468,80,42949672,34359737,32,4096,128
read_SC,998,80,42949672,34359737,32,4096,128
collect_SC,1566,80,42949672,34359737,32,4096,128
spill_SC,2110,80,42949672,34359737,32,4096,128
merge_SC,1420,80,42949672,34359737,32,4096,128
read_SC,1200,80,42949672,34359737,32,4096,128
collect_SC,2580,80,42949672,34359737,32,4096,128
spill_SC,3175,80,42949672,34359737,32,4096,128
merge_SC,1432,80,42949672,34359737,32,4096,128
read_SC,3047,80,42949672,34359737,32,4096,128
collect_SC,1839,80,42949672,34359737,32,4096,128
spill_SC,3051,80,42949672,34359737,32,4096,128
merge_SC,1360,80,42949672,34359737,32,4096,128
read_SC,1005,80,42949672,34359737,32,4096,128
collect_SC,1546,80,42949672,34359737,32,4096,128
spill_SC,2009,80,42949672,34359737,32,4096,128
merge_SC,1380,80,42949672,34359737,32,4096,128
read_SC,1016,80,42949672,34359737,32,4096,128
collect_SC,1796,80,42949672,34359737,32,4096,128
spill_SC,2262,80,42949672,34359737,32,4096,128
merge_SC,1529,80,42949672,34359737,32,4096,128
write_SC,20728,80,42949672,34359737,32,4096,128
shuffle_SC,58325,80,42949672,34359737,32,4096,128
read_SC,1015,80,42949672,34359737,32,4096,128
collect_SC,1657,80,42949672,34359737,32,4096,128
spill_SC,2160,80,42949672,34359737,32,4096,128
merge_SC,1472,80,42949672,34359737,32,4096,128
read_SC,1003,80,42949672,34359737,32,4096,128
collect_SC,1690,80,42949672,34359737,32,4096,128
spill_SC,2131,80,42949672,34359737,32,4096,128
merge_SC,1561,80,42949672,34359737,32,4096,128
read_SC,1868,80,42949672,34359737,32,4096,128
collect_SC,1656,80,42949672,34359737,32,4096,128
spill_SC,2279,80,42949672,34359737,32,4096,128
merge_SC,1578,80,42949672,34359737,32,4096,128
read_SC,1700,80,42949672,34359737,32,4096,128
collect_SC,1620,80,42949672,34359737,32,4096,128
spill_SC,3410,80,42949672,34359737,32,4096,128
merge_SC,1548,80,42949672,34359737,32,4096,128
read_SC,1170,80,42949672,34359737,32,4096,128
collect_SC,1659,80,42949672,34359737,32,4096,128
spill_SC,2172,80,42949672,34359737,32,4096,128
merge_SC,1502,80,42949672,34359737,32,4096,128
read_SC,1086,80,42949672,34359737,32,4096,128
collect_SC,1588,80,42949672,34359737,32,4096,128
spill_SC,2132,80,42949672,34359737,32,4096,128
merge_SC,1548,80,42949672,34359737,32,4096,128
read_SC,1133,80,42949672,34359737,32,4096,128
collect_SC,1532,80,42949672,34359737,32,4096,128
spill_SC,2052,80,42949672,34359737,32,4096,128
merge_SC,1505,80,42949672,34359737,32,4096,128
read_SC,1183,80,42949672,34359737,32,4096,128
collect_SC,1745,80,42949672,34359737,32,4096,128
spill_SC,2294,80,42949672,34359737,32,4096,128
merge_SC,1551,80,42949672,34359737,32,4096,128
read_SC,1705,80,42949672,34359737,32,4096,128
collect_SC,1614,80,42949672,34359737,32,4096,128
spill_SC,2292,80,42949672,34359737,32,4096,128
merge_SC,1756,80,42949672,34359737,32,4096,128
read_SC,1152,80,42949672,34359737,32,4096,128
collect_SC,1583,80,42949672,34359737,32,4096,128
spill_SC,2100,80,42949672,34359737,32,4096,128
merge_SC,1526,80,42949672,34359737,32,4096,128
read_SC,1187,80,42949672,34359737,32,4096,128
collect_SC,1605,80,42949672,34359737,32,4096,128
spill_SC,2113,80,42949672,34359737,32,4096,128
merge_SC,1733,80,42949672,34359737,32,4096,128
read_SC,1076,80,42949672,34359737,32,4096,128
collect_SC,1504,80,42949672,34359737,32,4096,128
spill_SC,2094,80,42949672,34359737,32,4096,128
merge_SC,1537,80,42949672,34359737,32,4096,128
read_SC,2407,90,42949672,38654704,32,4096,128
collect_SC,1828,90,42949672,38654704,32,4096,128
spill_SC,2572,90,42949672,38654704,32,4096,128
merge_SC,1734,90,42949672,38654704,32,4096,128
read_SC,1282,90,42949672,38654704,32,4096,128
collect_SC,1612,90,42949672,38654704,32,4096,128
spill_SC,2339,90,42949672,38654704,32,4096,128
merge_SC,1633,90,42949672,38654704,32,4096,128
read_SC,1392,90,42949672,38654704,32,4096,128
collect_SC,1806,90,42949672,38654704,32,4096,128
spill_SC,2607,90,42949672,38654704,32,4096,128
merge_SC,1674,90,42949672,38654704,32,4096,128
read_SC,1273,90,42949672,38654704,32,4096,128
collect_SC,1858,90,42949672,38654704,32,4096,128
spill_SC,2490,90,42949672,38654704,32,4096,128
merge_SC,1660,90,42949672,38654704,32,4096,128
read_SC,2083,90,42949672,38654704,32,4096,128
collect_SC,1619,90,42949672,38654704,32,4096,128
spill_SC,2495,90,42949672,38654704,32,4096,128
merge_SC,1861,90,42949672,38654704,32,4096,128
read_SC,1289,90,42949672,38654704,32,4096,128
collect_SC,1713,90,42949672,38654704,32,4096,128
spill_SC,2510,90,42949672,38654704,32,4096,128
merge_SC,1778,90,42949672,38654704,32,4096,128
read_SC,1826,90,42949672,38654704,32,4096,128
collect_SC,1905,90,42949672,38654704,32,4096,128
spill_SC,3497,90,42949672,38654704,32,4096,128
merge_SC,1745,90,42949672,38654704,32,4096,128
read_SC,1396,90,42949672,38654704,32,4096,128
collect_SC,1646,90,42949672,38654704,32,4096,128
spill_SC,2379,90,42949672,38654704,32,4096,128
merge_SC,1684,90,42949672,38654704,32,4096,128
read_SC,1344,90,42949672,38654704,32,4096,128
collect_SC,1789,90,42949672,38654704,32,4096,128
spill_SC,2461,90,42949672,38654704,32,4096,128
merge_SC,1678,90,42949672,38654704,32,4096,128
read_SC,1176,90,42949672,38654704,32,4096,128
collect_SC,1780,90,42949672,38654704,32,4096,128
spill_SC,2490,90,42949672,38654704,32,4096,128
merge_SC,1689,90,42949672,38654704,32,4096,128
read_SC,1506,90,42949672,38654704,32,4096,128
collect_SC,1815,90,42949672,38654704,32,4096,128
spill_SC,2716,90,42949672,38654704,32,4096,128
merge_SC,1888,90,42949672,38654704,32,4096,128
read_SC,1261,90,42949672,38654704,32,4096,128
collect_SC,1864,90,42949672,38654704,32,4096,128
spill_SC,3412,90,42949672,38654704,32,4096,128
merge_SC,1763,90,42949672,38654704,32,4096,128
read_SC,1257,90,42949672,38654704,32,4096,128
collect_SC,1650,90,42949672,38654704,32,4096,128
spill_SC,2460,90,42949672,38654704,32,4096,128
merge_SC,1764,90,42949672,38654704,32,4096,128
read_SC,1117,90,42949672,38654704,32,4096,128
collect_SC,2334,90,42949672,38654704,32,4096,128
spill_SC,3013,90,42949672,38654704,32,4096,128
merge_SC,1871,90,42949672,38654704,32,4096,128
read_SC,1167,90,42949672,38654704,32,4096,128
collect_SC,1715,90,42949672,38654704,32,4096,128
spill_SC,2464,90,42949672,38654704,32,4096,128
merge_SC,1843,90,42949672,38654704,32,4096,128
read_SC,1247,90,42949672,38654704,32,4096,128
collect_SC,1781,90,42949672,38654704,32,4096,128
spill_SC,2558,90,42949672,38654704,32,4096,128
merge_SC,1849,90,42949672,38654704,32,4096,128
read_SC,1190,90,42949672,38654704,32,4096,128
collect_SC,1848,90,42949672,38654704,32,4096,128
spill_SC,2562,90,42949672,38654704,32,4096,128
merge_SC,1798,90,42949672,38654704,32,4096,128
read_SC,1308,90,42949672,38654704,32,4096,128
collect_SC,1924,90,42949672,38654704,32,4096,128
spill_SC,2713,90,42949672,38654704,32,4096,128
merge_SC,3648,90,42949672,38654704,32,4096,128
read_SC,1319,90,42949672,38654704,32,4096,128
collect_SC,1823,90,42949672,38654704,32,4096,128
spill_SC,3330,90,42949672,38654704,32,4096,128
merge_SC,1836,90,42949672,38654704,32,4096,128
write_SC,28911,90,42949672,38654704,32,4096,128
shuffle_SC,59694,90,42949672,38654704,32,4096,128
read_SC,992,90,42949672,38654704,32,4096,128
collect_SC,1690,90,42949672,38654704,32,4096,128
spill_SC,2372,90,42949672,38654704,32,4096,128
merge_SC,1559,90,42949672,38654704,32,4096,128
read_SC,916,90,42949672,38654704,32,4096,128
collect_SC,1561,90,42949672,38654704,32,4096,128
spill_SC,2518,90,42949672,38654704,32,4096,128
merge_SC,1539,90,42949672,38654704,32,4096,128
read_SC,1073,90,42949672,38654704,32,4096,128
collect_SC,1623,90,42949672,38654704,32,4096,128
spill_SC,2358,90,42949672,38654704,32,4096,128
merge_SC,1595,90,42949672,38654704,32,4096,128
read_SC,5964,90,42949672,38654704,32,4096,128
collect_SC,1865,90,42949672,38654704,32,4096,128
spill_SC,2543,90,42949672,38654704,32,4096,128
merge_SC,1561,90,42949672,38654704,32,4096,128
read_SC,1075,90,42949672,38654704,32,4096,128
collect_SC,1661,90,42949672,38654704,32,4096,128
spill_SC,2455,90,42949672,38654704,32,4096,128
merge_SC,1533,90,42949672,38654704,32,4096,128
read_SC,1040,90,42949672,38654704,32,4096,128
collect_SC,1693,90,42949672,38654704,32,4096,128
spill_SC,2358,90,42949672,38654704,32,4096,128
merge_SC,1608,90,42949672,38654704,32,4096,128
read_SC,1051,90,42949672,38654704,32,4096,128
collect_SC,2300,90,42949672,38654704,32,4096,128
spill_SC,5027,90,42949672,38654704,32,4096,128
merge_SC,5814,90,42949672,38654704,32,4096,128
read_SC,1208,90,42949672,38654704,32,4096,128
collect_SC,1624,90,42949672,38654704,32,4096,128
spill_SC,2388,90,42949672,38654704,32,4096,128
merge_SC,1726,90,42949672,38654704,32,4096,128
read_SC,1183,90,42949672,38654704,32,4096,128
collect_SC,1710,90,42949672,38654704,32,4096,128
spill_SC,2392,90,42949672,38654704,32,4096,128
merge_SC,1665,90,42949672,38654704,32,4096,128
read_SC,1411,90,42949672,38654704,32,4096,128
collect_SC,1712,90,42949672,38654704,32,4096,128
spill_SC,2478,90,42949672,38654704,32,4096,128
merge_SC,1873,90,42949672,38654704,32,4096,128
read_SC,1187,90,42949672,38654704,32,4096,128
collect_SC,1725,90,42949672,38654704,32,4096,128
spill_SC,2469,90,42949672,38654704,32,4096,128
merge_SC,1699,90,42949672,38654704,32,4096,128
read_SC,1189,90,42949672,38654704,32,4096,128
collect_SC,1720,90,42949672,38654704,32,4096,128
spill_SC,2464,90,42949672,38654704,32,4096,128
merge_SC,1760,90,42949672,38654704,32,4096,128
read_SC,1155,90,42949672,38654704,32,4096,128
collect_SC,1519,90,42949672,38654704,32,4096,128
spill_SC,2424,90,42949672,38654704,32,4096,128
merge_SC,1784,90,42949672,38654704,32,4096,128
read_SC,1403,100,42949672,42949672,32,4096,128
collect_SC,1980,100,42949672,42949672,32,4096,128
spill_SC,2865,100,42949672,42949672,32,4096,128
merge_SC,1966,100,42949672,42949672,32,4096,128
read_SC,1250,100,42949672,42949672,32,4096,128
collect_SC,1878,100,42949672,42949672,32,4096,128
spill_SC,2807,100,42949672,42949672,32,4096,128
merge_SC,1860,100,42949672,42949672,32,4096,128
read_SC,1211,100,42949672,42949672,32,4096,128
collect_SC,1685,100,42949672,42949672,32,4096,128
spill_SC,2613,100,42949672,42949672,32,4096,128
merge_SC,1864,100,42949672,42949672,32,4096,128
read_SC,1430,100,42949672,42949672,32,4096,128
collect_SC,2001,100,42949672,42949672,32,4096,128
spill_SC,4016,100,42949672,42949672,32,4096,128
merge_SC,2092,100,42949672,42949672,32,4096,128
read_SC,2506,100,42949672,42949672,32,4096,128
collect_SC,2035,100,42949672,42949672,32,4096,128
spill_SC,3097,100,42949672,42949672,32,4096,128
merge_SC,1956,100,42949672,42949672,32,4096,128
read_SC,1157,100,42949672,42949672,32,4096,128
collect_SC,1842,100,42949672,42949672,32,4096,128
spill_SC,2817,100,42949672,42949672,32,4096,128
merge_SC,1926,100,42949672,42949672,32,4096,128
read_SC,1187,100,42949672,42949672,32,4096,128
collect_SC,1831,100,42949672,42949672,32,4096,128
spill_SC,2791,100,42949672,42949672,32,4096,128
merge_SC,2004,100,42949672,42949672,32,4096,128
read_SC,1205,100,42949672,42949672,32,4096,128
collect_SC,2596,100,42949672,42949672,32,4096,128
spill_SC,3530,100,42949672,42949672,32,4096,128
merge_SC,1900,100,42949672,42949672,32,4096,128
read_SC,1242,100,42949672,42949672,32,4096,128
collect_SC,1865,100,42949672,42949672,32,4096,128
spill_SC,2804,100,42949672,42949672,32,4096,128
merge_SC,2020,100,42949672,42949672,32,4096,128
read_SC,1197,100,42949672,42949672,32,4096,128
collect_SC,1772,100,42949672,42949672,32,4096,128
spill_SC,2776,100,42949672,42949672,32,4096,128
merge_SC,1968,100,42949672,42949672,32,4096,128
read_SC,1140,100,42949672,42949672,32,4096,128
collect_SC,1775,100,42949672,42949672,32,4096,128
spill_SC,2731,100,42949672,42949672,32,4096,128
merge_SC,1958,100,42949672,42949672,32,4096,128
read_SC,1312,100,42949672,42949672,32,4096,128
collect_SC,1793,100,42949672,42949672,32,4096,128
spill_SC,2763,100,42949672,42949672,32,4096,128
merge_SC,2098,100,42949672,42949672,32,4096,128
read_SC,1220,100,42949672,42949672,32,4096,128
collect_SC,1891,100,42949672,42949672,32,4096,128
spill_SC,2871,100,42949672,42949672,32,4096,128
merge_SC,1968,100,42949672,42949672,32,4096,128
read_SC,1265,100,42949672,42949672,32,4096,128
collect_SC,1895,100,42949672,42949672,32,4096,128
spill_SC,3617,100,42949672,42949672,32,4096,128
merge_SC,2280,100,42949672,42949672,32,4096,128
read_SC,1207,100,42949672,42949672,32,4096,128
collect_SC,2594,100,42949672,42949672,32,4096,128
spill_SC,3588,100,42949672,42949672,32,4096,128
merge_SC,2749,100,42949672,42949672,32,4096,128
read_SC,1041,100,42949672,42949672,32,4096,128
collect_SC,1581,100,42949672,42949672,32,4096,128
spill_SC,2409,100,42949672,42949672,32,4096,128
merge_SC,1696,100,42949672,42949672,32,4096,128
read_SC,2834,100,42949672,42949672,32,4096,128
collect_SC,1656,100,42949672,42949672,32,4096,128
spill_SC,2986,100,42949672,42949672,32,4096,128
merge_SC,2662,100,42949672,42949672,32,4096,128
read_SC,995,100,42949672,42949672,32,4096,128
collect_SC,1777,100,42949672,42949672,32,4096,128
spill_SC,3201,100,42949672,42949672,32,4096,128
merge_SC,1796,100,42949672,42949672,32,4096,128
read_SC,1172,100,42949672,42949672,32,4096,128
collect_SC,1590,100,42949672,42949672,32,4096,128
spill_SC,2456,100,42949672,42949672,32,4096,128
merge_SC,1704,100,42949672,42949672,32,4096,128
read_SC,1035,100,42949672,42949672,32,4096,128
collect_SC,1643,100,42949672,42949672,32,4096,128
spill_SC,2518,100,42949672,42949672,32,4096,128
merge_SC,1826,100,42949672,42949672,32,4096,128
write_SC,29189,100,42949672,42949672,32,4096,128
shuffle_SC,63848,100,42949672,42949672,32,4096,128
read_SC,1009,100,42949672,42949672,32,4096,128
collect_SC,1535,100,42949672,42949672,32,4096,128
spill_SC,2386,100,42949672,42949672,32,4096,128
merge_SC,1659,100,42949672,42949672,32,4096,128
read_SC,988,100,42949672,42949672,32,4096,128
collect_SC,1594,100,42949672,42949672,32,4096,128
spill_SC,2683,100,42949672,42949672,32,4096,128
merge_SC,1683,100,42949672,42949672,32,4096,128
read_SC,1836,100,42949672,42949672,32,4096,128
collect_SC,1788,100,42949672,42949672,32,4096,128
spill_SC,3575,100,42949672,42949672,32,4096,128
merge_SC,1847,100,42949672,42949672,32,4096,128
read_SC,1254,100,42949672,42949672,32,4096,128
