Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize,BlockSize
read_SC,1080,20,21474836,4294967,16,2048,128
collect_SC,108,20,21474836,4294967,16,2048,128
spill_SC,585,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
read_SC,1029,20,21474836,4294967,16,2048,128
collect_SC,106,20,21474836,4294967,16,2048,128
spill_SC,585,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1189,20,21474836,4294967,16,2048,128
collect_SC,95,20,21474836,4294967,16,2048,128
spill_SC,726,20,21474836,4294967,16,2048,128
merge_SC,9,20,21474836,4294967,16,2048,128
read_SC,2141,20,21474836,4294967,16,2048,128
collect_SC,91,20,21474836,4294967,16,2048,128
spill_SC,610,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1147,20,21474836,4294967,16,2048,128
collect_SC,87,20,21474836,4294967,16,2048,128
spill_SC,711,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1750,20,21474836,4294967,16,2048,128
collect_SC,142,20,21474836,4294967,16,2048,128
spill_SC,642,20,21474836,4294967,16,2048,128
merge_SC,8,20,21474836,4294967,16,2048,128
read_SC,1179,30,21474836,6442450,16,2048,128
collect_SC,126,30,21474836,6442450,16,2048,128
spill_SC,891,30,21474836,6442450,16,2048,128
merge_SC,11,30,21474836,6442450,16,2048,128
read_SC,1315,30,21474836,6442450,16,2048,128
collect_SC,153,30,21474836,6442450,16,2048,128
spill_SC,925,30,21474836,6442450,16,2048,128
merge_SC,16,30,21474836,6442450,16,2048,128
read_SC,1348,30,21474836,6442450,16,2048,128
collect_SC,136,30,21474836,6442450,16,2048,128
spill_SC,838,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1214,30,21474836,6442450,16,2048,128
collect_SC,148,30,21474836,6442450,16,2048,128
spill_SC,874,30,21474836,6442450,16,2048,128
merge_SC,16,30,21474836,6442450,16,2048,128
read_SC,1173,30,21474836,6442450,16,2048,128
collect_SC,149,30,21474836,6442450,16,2048,128
spill_SC,851,30,21474836,6442450,16,2048,128
merge_SC,11,30,21474836,6442450,16,2048,128
read_SC,1170,30,21474836,6442450,16,2048,128
collect_SC,136,30,21474836,6442450,16,2048,128
spill_SC,889,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1101,30,21474836,6442450,16,2048,128
collect_SC,131,30,21474836,6442450,16,2048,128
spill_SC,817,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1155,30,21474836,6442450,16,2048,128
collect_SC,154,30,21474836,6442450,16,2048,128
spill_SC,883,30,21474836,6442450,16,2048,128
merge_SC,9,30,21474836,6442450,16,2048,128
read_SC,988,30,21474836,6442450,16,2048,128
collect_SC,142,30,21474836,6442450,16,2048,128
spill_SC,760,30,21474836,6442450,16,2048,128
merge_SC,7,30,21474836,6442450,16,2048,128
read_SC,970,30,21474836,6442450,16,2048,128
collect_SC,131,30,21474836,6442450,16,2048,128
spill_SC,1476,30,21474836,6442450,16,2048,128
merge_SC,7,30,21474836,6442450,16,2048,128
read_SC,995,30,21474836,6442450,16,2048,128
collect_SC,131,30,21474836,6442450,16,2048,128
spill_SC,801,30,21474836,6442450,16,2048,128
merge_SC,12,30,21474836,6442450,16,2048,128
read_SC,1037,30,21474836,6442450,16,2048,128
collect_SC,116,30,21474836,6442450,16,2048,128
spill_SC,804,30,21474836,6442450,16,2048,128
merge_SC,9,30,21474836,6442450,16,2048,128
read_SC,1023,30,21474836,6442450,16,2048,128
collect_SC,150,30,21474836,6442450,16,2048,128
spill_SC,796,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
write_SC,6858,30,21474836,6442450,16,2048,128
shuffle_SC,954686,30,21474836,6442450,16,2048,128
read_SC,1133,30,21474836,6442450,16,2048,128
collect_SC,123,30,21474836,6442450,16,2048,128
spill_SC,845,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1358,30,21474836,6442450,16,2048,128
collect_SC,157,30,21474836,6442450,16,2048,128
spill_SC,851,30,21474836,6442450,16,2048,128
merge_SC,8,30,21474836,6442450,16,2048,128
read_SC,1156,30,21474836,6442450,16,2048,128
collect_SC,136,30,21474836,6442450,16,2048,128
spill_SC,842,30,21474836,6442450,16,2048,128
merge_SC,9,30,21474836,6442450,16,2048,128
write_SC,8817,40,21474836,8589934,16,2048,128
shuffle_SC,19117,40,21474836,8589934,16,2048,128
read_SC,1222,40,21474836,8589934,16,2048,128
collect_SC,169,40,21474836,8589934,16,2048,128
spill_SC,1247,40,21474836,8589934,16,2048,128
merge_SC,10,40,21474836,8589934,16,2048,128
read_SC,1223,40,21474836,8589934,16,2048,128
collect_SC,172,40,21474836,8589934,16,2048,128
spill_SC,1159,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1403,40,21474836,8589934,16,2048,128
collect_SC,188,40,21474836,8589934,16,2048,128
spill_SC,1189,40,21474836,8589934,16,2048,128
merge_SC,11,40,21474836,8589934,16,2048,128
read_SC,1201,40,21474836,8589934,16,2048,128
collect_SC,168,40,21474836,8589934,16,2048,128
spill_SC,1571,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1165,40,21474836,8589934,16,2048,128
collect_SC,187,40,21474836,8589934,16,2048,128
spill_SC,1109,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1166,40,21474836,8589934,16,2048,128
collect_SC,174,40,21474836,8589934,16,2048,128
spill_SC,1172,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1138,40,21474836,8589934,16,2048,128
collect_SC,184,40,21474836,8589934,16,2048,128
spill_SC,1189,40,21474836,8589934,16,2048,128
merge_SC,9,40,21474836,8589934,16,2048,128
read_SC,1116,40,21474836,8589934,16,2048,128
collect_SC,152,40,21474836,8589934,16,2048,128
spill_SC,1113,40,21474836,8589934,16,2048,128
merge_SC,9,40,21474836,8589934,16,2048,128
read_SC,1017,40,21474836,8589934,16,2048,128
collect_SC,142,40,21474836,8589934,16,2048,128
spill_SC,1051,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,995,40,21474836,8589934,16,2048,128
collect_SC,172,40,21474836,8589934,16,2048,128
spill_SC,1112,40,21474836,8589934,16,2048,128
merge_SC,9,40,21474836,8589934,16,2048,128
read_SC,1011,40,21474836,8589934,16,2048,128
collect_SC,151,40,21474836,8589934,16,2048,128
spill_SC,1047,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1032,40,21474836,8589934,16,2048,128
collect_SC,175,40,21474836,8589934,16,2048,128
spill_SC,1013,40,21474836,8589934,16,2048,128
merge_SC,9,40,21474836,8589934,16,2048,128
read_SC,930,40,21474836,8589934,16,2048,128
collect_SC,165,40,21474836,8589934,16,2048,128
spill_SC,1107,40,21474836,8589934,16,2048,128
merge_SC,7,40,21474836,8589934,16,2048,128
read_SC,1037,40,21474836,8589934,16,2048,128
collect_SC,165,40,21474836,8589934,16,2048,128
spill_SC,998,40,21474836,8589934,16,2048,128
merge_SC,13,40,21474836,8589934,16,2048,128
read_SC,1413,40,21474836,8589934,16,2048,128
collect_SC,180,40,21474836,8589934,16,2048,128
spill_SC,1085,40,21474836,8589934,16,2048,128
merge_SC,8,40,21474836,8589934,16,2048,128
read_SC,1135,40,21474836,8589934,16,2048,128
collect_SC,163,40,21474836,8589934,16,2048,128
spill_SC,1056,40,21474836,8589934,16,2048,128
merge_SC,7,40,21474836,8589934,16,2048,128
read_SC,1334,50,21474836,10737418,16,2048,128
collect_SC,189,50,21474836,10737418,16,2048,128
spill_SC,1415,50,21474836,10737418,16,2048,128
merge_SC,10,50,21474836,10737418,16,2048,128
read_SC,1329,50,21474836,10737418,16,2048,128
collect_SC,211,50,21474836,10737418,16,2048,128
spill_SC,1389,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1249,50,21474836,10737418,16,2048,128
collect_SC,173,50,21474836,10737418,16,2048,128
spill_SC,1406,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1278,50,21474836,10737418,16,2048,128
collect_SC,193,50,21474836,10737418,16,2048,128
spill_SC,1463,50,21474836,10737418,16,2048,128
merge_SC,11,50,21474836,10737418,16,2048,128
read_SC,1246,50,21474836,10737418,16,2048,128
collect_SC,182,50,21474836,10737418,16,2048,128
spill_SC,1316,50,21474836,10737418,16,2048,128
merge_SC,7,50,21474836,10737418,16,2048,128
read_SC,1370,50,21474836,10737418,16,2048,128
collect_SC,284,50,21474836,10737418,16,2048,128
spill_SC,1451,50,21474836,10737418,16,2048,128
merge_SC,10,50,21474836,10737418,16,2048,128
read_SC,1133,50,21474836,10737418,16,2048,128
collect_SC,199,50,21474836,10737418,16,2048,128
spill_SC,1443,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1068,50,21474836,10737418,16,2048,128
collect_SC,231,50,21474836,10737418,16,2048,128
spill_SC,1353,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1229,50,21474836,10737418,16,2048,128
collect_SC,186,50,21474836,10737418,16,2048,128
spill_SC,2120,50,21474836,10737418,16,2048,128
merge_SC,11,50,21474836,10737418,16,2048,128
read_SC,1136,50,21474836,10737418,16,2048,128
collect_SC,199,50,21474836,10737418,16,2048,128
spill_SC,1447,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1265,50,21474836,10737418,16,2048,128
collect_SC,210,50,21474836,10737418,16,2048,128
spill_SC,1399,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,993,50,21474836,10737418,16,2048,128
collect_SC,190,50,21474836,10737418,16,2048,128
spill_SC,1198,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,965,50,21474836,10737418,16,2048,128
collect_SC,171,50,21474836,10737418,16,2048,128
spill_SC,1216,50,21474836,10737418,16,2048,128
merge_SC,7,50,21474836,10737418,16,2048,128
read_SC,1831,50,21474836,10737418,16,2048,128
collect_SC,218,50,21474836,10737418,16,2048,128
spill_SC,1381,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1179,50,21474836,10737418,16,2048,128
collect_SC,189,50,21474836,10737418,16,2048,128
spill_SC,1337,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
write_SC,8354,50,21474836,10737418,16,2048,128
shuffle_SC,24462,50,21474836,10737418,16,2048,128
read_SC,1102,50,21474836,10737418,16,2048,128
collect_SC,196,50,21474836,10737418,16,2048,128
spill_SC,1279,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1364,60,21474836,12884901,16,2048,128
collect_SC,293,60,21474836,12884901,16,2048,128
spill_SC,1943,60,21474836,12884901,16,2048,128
merge_SC,1216,60,21474836,12884901,16,2048,128
read_SC,1205,60,21474836,12884901,16,2048,128
collect_SC,243,60,21474836,12884901,16,2048,128
spill_SC,1741,60,21474836,12884901,16,2048,128
merge_SC,1158,60,21474836,12884901,16,2048,128
read_SC,1403,60,21474836,12884901,16,2048,128
collect_SC,258,60,21474836,12884901,16,2048,128
spill_SC,1836,60,21474836,12884901,16,2048,128
merge_SC,1237,60,21474836,12884901,16,2048,128
read_SC,1396,60,21474836,12884901,16,2048,128
collect_SC,255,60,21474836,12884901,16,2048,128
spill_SC,1986,60,21474836,12884901,16,2048,128
merge_SC,1145,60,21474836,12884901,16,2048,128
read_SC,1178,60,21474836,12884901,16,2048,128
collect_SC,255,60,21474836,12884901,16,2048,128
spill_SC,1765,60,21474836,12884901,16,2048,128
merge_SC,1146,60,21474836,12884901,16,2048,128
read_SC,1127,60,21474836,12884901,16,2048,128
collect_SC,254,60,21474836,12884901,16,2048,128
spill_SC,1793,60,21474836,12884901,16,2048,128
merge_SC,1161,60,21474836,12884901,16,2048,128
read_SC,1112,60,21474836,12884901,16,2048,128
collect_SC,279,60,21474836,12884901,16,2048,128
spill_SC,1751,60,21474836,12884901,16,2048,128
merge_SC,1242,60,21474836,12884901,16,2048,128
read_SC,1207,60,21474836,12884901,16,2048,128
collect_SC,277,60,21474836,12884901,16,2048,128
spill_SC,1707,60,21474836,12884901,16,2048,128
merge_SC,1370,60,21474836,12884901,16,2048,128
read_SC,1189,60,21474836,12884901,16,2048,128
collect_SC,267,60,21474836,12884901,16,2048,128
spill_SC,1692,60,21474836,12884901,16,2048,128
merge_SC,1336,60,21474836,12884901,16,2048,128
read_SC,1047,60,21474836,12884901,16,2048,128
collect_SC,248,60,21474836,12884901,16,2048,128
spill_SC,1597,60,21474836,12884901,16,2048,128
merge_SC,1060,60,21474836,12884901,16,2048,128
read_SC,1055,60,21474836,12884901,16,2048,128
collect_SC,225,60,21474836,12884901,16,2048,128
spill_SC,1774,60,21474836,12884901,16,2048,128
merge_SC,1099,60,21474836,12884901,16,2048,128
read_SC,1056,60,21474836,12884901,16,2048,128
collect_SC,228,60,21474836,12884901,16,2048,128
spill_SC,1582,60,21474836,12884901,16,2048,128
merge_SC,1188,60,21474836,12884901,16,2048,128
read_SC,1056,60,21474836,12884901,16,2048,128
collect_SC,245,60,21474836,12884901,16,2048,128
spill_SC,1592,60,21474836,12884901,16,2048,128
merge_SC,1052,60,21474836,12884901,16,2048,128
read_SC,1056,60,21474836,12884901,16,2048,128
collect_SC,210,60,21474836,12884901,16,2048,128
spill_SC,1623,60,21474836,12884901,16,2048,128
merge_SC,1165,60,21474836,12884901,16,2048,128
read_SC,1091,60,21474836,12884901,16,2048,128
collect_SC,259,60,21474836,12884901,16,2048,128
spill_SC,1711,60,21474836,12884901,16,2048,128
merge_SC,1185,60,21474836,12884901,16,2048,128
read_SC,1212,60,21474836,12884901,16,2048,128
collect_SC,257,60,21474836,12884901,16,2048,128
spill_SC,1581,60,21474836,12884901,16,2048,128
merge_SC,1201,60,21474836,12884901,16,2048,128
write_SC,9486,60,21474836,12884901,16,2048,128
shuffle_SC,273749,60,21474836,12884901,16,2048,128
write_SC,16011,70,21474836,15032385,16,2048,128
shuffle_SC,30081,70,21474836,15032385,16,2048,128
read_SC,1299,70,21474836,15032385,16,2048,128
collect_SC,383,70,21474836,15032385,16,2048,128
spill_SC,1958,70,21474836,15032385,16,2048,128
merge_SC,1314,70,21474836,15032385,16,2048,128
read_SC,1305,70,21474836,15032385,16,2048,128
collect_SC,510,70,21474836,15032385,16,2048,128
spill_SC,2050,70,21474836,15032385,16,2048,128
merge_SC,1362,70,21474836,15032385,16,2048,128
read_SC,1251,70,21474836,15032385,16,2048,128
collect_SC,500,70,21474836,15032385,16,2048,128
spill_SC,2023,70,21474836,15032385,16,2048,128
merge_SC,1362,70,21474836,15032385,16,2048,128
read_SC,1436,70,21474836,15032385,16,2048,128
collect_SC,402,70,21474836,15032385,16,2048,128
spill_SC,2062,70,21474836,15032385,16,2048,128
merge_SC,1320,70,21474836,15032385,16,2048,128
read_SC,1096,70,21474836,15032385,16,2048,128
collect_SC,512,70,21474836,15032385,16,2048,128
spill_SC,2199,70,21474836,15032385,16,2048,128
merge_SC,1528,70,21474836,15032385,16,2048,128
read_SC,1204,70,21474836,15032385,16,2048,128
collect_SC,453,70,21474836,15032385,16,2048,128
spill_SC,2113,70,21474836,15032385,16,2048,128
merge_SC,1498,70,21474836,15032385,16,2048,128
read_SC,1111,70,21474836,15032385,16,2048,128
collect_SC,373,70,21474836,15032385,16,2048,128
spill_SC,1797,70,21474836,15032385,16,2048,128
merge_SC,1259,70,21474836,15032385,16,2048,128
read_SC,1047,70,21474836,15032385,16,2048,128
collect_SC,562,70,21474836,15032385,16,2048,128
spill_SC,2074,70,21474836,15032385,16,2048,128
merge_SC,1271,70,21474836,15032385,16,2048,128
read_SC,1057,70,21474836,15032385,16,2048,128
collect_SC,485,70,21474836,15032385,16,2048,128
spill_SC,2207,70,21474836,15032385,16,2048,128
merge_SC,1210,70,21474836,15032385,16,2048,128
read_SC,1111,70,21474836,15032385,16,2048,128
collect_SC,645,70,21474836,15032385,16,2048,128
spill_SC,1961,70,21474836,15032385,16,2048,128
merge_SC,1259,70,21474836,15032385,16,2048,128
read_SC,1017,70,21474836,15032385,16,2048,128
collect_SC,440,70,21474836,15032385,16,2048,128
spill_SC,1840,70,21474836,15032385,16,2048,128
merge_SC,1209,70,21474836,15032385,16,2048,128
read_SC,1058,70,21474836,15032385,16,2048,128
collect_SC,369,70,21474836,15032385,16,2048,128
spill_SC,1948,70,21474836,15032385,16,2048,128
merge_SC,1252,70,21474836,15032385,16,2048,128
read_SC,1220,70,21474836,15032385,16,2048,128
collect_SC,309,70,21474836,15032385,16,2048,128
spill_SC,1991,70,21474836,15032385,16,2048,128
merge_SC,1316,70,21474836,15032385,16,2048,128
read_SC,2274,70,21474836,15032385,16,2048,128
collect_SC,385,70,21474836,15032385,16,2048,128
spill_SC,2711,70,21474836,15032385,16,2048,128
merge_SC,1323,70,21474836,15032385,16,2048,128
read_SC,1221,70,21474836,15032385,16,2048,128
collect_SC,320,70,21474836,15032385,16,2048,128
spill_SC,2075,70,21474836,15032385,16,2048,128
merge_SC,1388,70,21474836,15032385,16,2048,128
read_SC,1426,70,21474836,15032385,16,2048,128
collect_SC,669,70,21474836,15032385,16,2048,128
spill_SC,2246,70,21474836,15032385,16,2048,128
merge_SC,1427,70,21474836,15032385,16,2048,128
read_SC,1307,80,21474836,17179868,16,2048,128
collect_SC,1732,80,21474836,17179868,16,2048,128
spill_SC,2296,80,21474836,17179868,16,2048,128
merge_SC,1522,80,21474836,17179868,16,2048,128
write_SC,17739,80,21474836,17179868,16,2048,128
shuffle_SC,34554,80,21474836,17179868,16,2048,128
read_SC,1271,80,21474836,17179868,16,2048,128
collect_SC,1629,80,21474836,17179868,16,2048,128
spill_SC,2170,80,21474836,17179868,16,2048,128
merge_SC,1529,80,21474836,17179868,16,2048,128
read_SC,1224,80,21474836,17179868,16,2048,128
collect_SC,1668,80,21474836,17179868,16,2048,128
spill_SC,2187,80,21474836,17179868,16,2048,128
merge_SC,1549,80,21474836,17179868,16,2048,128
read_SC,1331,80,21474836,17179868,16,2048,128
collect_SC,1635,80,21474836,17179868,16,2048,128
spill_SC,2240,80,21474836,17179868,16,2048,128
merge_SC,1520,80,21474836,17179868,16,2048,128
read_SC,1173,80,21474836,17179868,16,2048,128
collect_SC,1841,80,21474836,17179868,16,2048,128
spill_SC,2491,80,21474836,17179868,16,2048,128
merge_SC,1539,80,21474836,17179868,16,2048,128
read_SC,1255,80,21474836,17179868,16,2048,128
collect_SC,1893,80,21474836,17179868,16,2048,128
spill_SC,2440,80,21474836,17179868,16,2048,128
merge_SC,2047,80,21474836,17179868,16,2048,128
read_SC,1010,80,21474836,17179868,16,2048,128
collect_SC,2357,80,21474836,17179868,16,2048,128
spill_SC,2810,80,21474836,17179868,16,2048,128
merge_SC,1470,80,21474836,17179868,16,2048,128
read_SC,1066,80,21474836,17179868,16,2048,128
collect_SC,1590,80,21474836,17179868,16,2048,128
spill_SC,2089,80,21474836,17179868,16,2048,128
merge_SC,1369,80,21474836,17179868,16,2048,128
read_SC,1000,80,21474836,17179868,16,2048,128
collect_SC,1703,80,21474836,17179868,16,2048,128
spill_SC,2235,80,21474836,17179868,16,2048,128
merge_SC,1418,80,21474836,17179868,16,2048,128
read_SC,1179,80,21474836,17179868,16,2048,128
collect_SC,1563,80,21474836,17179868,16,2048,128
spill_SC,2042,80,21474836,17179868,16,2048,128
merge_SC,1362,80,21474836,17179868,16,2048,128
read_SC,1026,80,21474836,17179868,16,2048,128
collect_SC,1634,80,21474836,17179868,16,2048,128
spill_SC,2177,80,21474836,17179868,16,2048,128
merge_SC,1416,80,21474836,17179868,16,2048,128
read_SC,1039,80,21474836,17179868,16,2048,128
collect_SC,1620,80,21474836,17179868,16,2048,128
spill_SC,2173,80,21474836,17179868,16,2048,128
merge_SC,1450,80,21474836,17179868,16,2048,128
read_SC,1185,80,21474836,17179868,16,2048,128
collect_SC,1594,80,21474836,17179868,16,2048,128
spill_SC,2186,80,21474836,17179868,16,2048,128
merge_SC,1569,80,21474836,17179868,16,2048,128
read_SC,2132,80,21474836,17179868,16,2048,128
collect_SC,1570,80,21474836,17179868,16,2048,128
spill_SC,2133,80,21474836,17179868,16,2048,128
merge_SC,1460,80,21474836,17179868,16,2048,128
read_SC,2492,80,21474836,17179868,16,2048,128
collect_SC,1803,80,21474836,17179868,16,2048,128
spill_SC,2255,80,21474836,17179868,16,2048,128
merge_SC,1561,80,21474836,17179868,16,2048,128
read_SC,1208,80,21474836,17179868,16,2048,128
collect_SC,1604,80,21474836,17179868,16,2048,128
spill_SC,2162,80,21474836,17179868,16,2048,128
merge_SC,1495,80,21474836,17179868,16,2048,128
read_SC,1317,90,21474836,19327352,16,2048,128
collect_SC,1727,90,21474836,19327352,16,2048,128
spill_SC,2546,90,21474836,19327352,16,2048,128
merge_SC,1631,90,21474836,19327352,16,2048,128
read_SC,1296,90,21474836,19327352,16,2048,128
collect_SC,1808,90,21474836,19327352,16,2048,128
spill_SC,2501,90,21474836,19327352,16,2048,128
merge_SC,1721,90,21474836,19327352,16,2048,128
read_SC,1351,90,21474836,19327352,16,2048,128
collect_SC,1807,90,21474836,19327352,16,2048,128
spill_SC,2658,90,21474836,19327352,16,2048,128
merge_SC,1774,90,21474836,19327352,16,2048,128
read_SC,1288,90,21474836,19327352,16,2048,128
collect_SC,1831,90,21474836,19327352,16,2048,128
spill_SC,2574,90,21474836,19327352,16,2048,128
merge_SC,1718,90,21474836,19327352,16,2048,128
read_SC,1334,90,21474836,19327352,16,2048,128
collect_SC,1668,90,21474836,19327352,16,2048,128
spill_SC,2385,90,21474836,19327352,16,2048,128
merge_SC,1693,90,21474836,19327352,16,2048,128
read_SC,1198,90,21474836,19327352,16,2048,128
collect_SC,1903,90,21474836,19327352,16,2048,128
spill_SC,2676,90,21474836,19327352,16,2048,128
merge_SC,1715,90,21474836,19327352,16,2048,128
read_SC,1244,90,21474836,19327352,16,2048,128
collect_SC,1750,90,21474836,19327352,16,2048,128
spill_SC,2404,90,21474836,19327352,16,2048,128
merge_SC,1783,90,21474836,19327352,16,2048,128
read_SC,1092,90,21474836,19327352,16,2048,128
collect_SC,1604,90,21474836,19327352,16,2048,128
spill_SC,2280,90,21474836,19327352,16,2048,128
merge_SC,1599,90,21474836,19327352,16,2048,128
read_SC,1076,90,21474836,19327352,16,2048,128
collect_SC,1785,90,21474836,19327352,16,2048,128
spill_SC,2938,90,21474836,19327352,16,2048,128
merge_SC,1521,90,21474836,19327352,16,2048,128
read_SC,1025,90,21474836,19327352,16,2048,128
collect_SC,1832,90,21474836,19327352,16,2048,128
spill_SC,2497,90,21474836,19327352,16,2048,128
merge_SC,1497,90,21474836,19327352,16,2048,128
read_SC,1032,90,21474836,19327352,16,2048,128
collect_SC,1753,90,21474836,19327352,16,2048,128
spill_SC,2464,90,21474836,19327352,16,2048,128
merge_SC,2007,90,21474836,19327352,16,2048,128
read_SC,933,90,21474836,19327352,16,2048,128
collect_SC,1757,90,21474836,19327352,16,2048,128
spill_SC,2414,90,21474836,19327352,16,2048,128
merge_SC,1565,90,21474836,19327352,16,2048,128
read_SC,1090,90,21474836,19327352,16,2048,128
collect_SC,1691,90,21474836,19327352,16,2048,128
spill_SC,2298,90,21474836,19327352,16,2048,128
merge_SC,1555,90,21474836,19327352,16,2048,128
read_SC,1212,90,21474836,19327352,16,2048,128
collect_SC,1668,90,21474836,19327352,16,2048,128
spill_SC,2368,90,21474836,19327352,16,2048,128
merge_SC,1688,90,21474836,19327352,16,2048,128
write_SC,14872,90,21474836,19327352,16,2048,128
shuffle_SC,1774163,90,21474836,19327352,16,2048,128
read_SC,1166,90,21474836,19327352,16,2048,128
collect_SC,1793,90,21474836,19327352,16,2048,128
spill_SC,2469,90,21474836,19327352,16,2048,128
merge_SC,1699,90,21474836,19327352,16,2048,128
read_SC,1414,90,21474836,19327352,16,2048,128
collect_SC,1634,90,21474836,19327352,16,2048,128
spill_SC,2327,90,21474836,19327352,16,2048,128
merge_SC,1617,90,21474836,19327352,16,2048,128
read_SC,1271,100,21474836,21474836,16,2048,128
collect_SC,1732,100,21474836,21474836,16,2048,128
spill_SC,2700,100,21474836,21474836,16,2048,128
merge_SC,1822,100,21474836,21474836,16,2048,128
read_SC,1253,100,21474836,21474836,16,2048,128
collect_SC,1762,100,21474836,21474836,16,2048,128
spill_SC,2649,100,21474836,21474836,16,2048,128
merge_SC,1917,100,21474836,21474836,16,2048,128
read_SC,1284,100,21474836,21474836,16,2048,128
collect_SC,1982,100,21474836,21474836,16,2048,128
spill_SC,2903,100,21474836,21474836,16,2048,128
merge_SC,1832,100,21474836,21474836,16,2048,128
read_SC,1271,100,21474836,21474836,16,2048,128
collect_SC,1730,100,21474836,21474836,16,2048,128
spill_SC,2652,100,21474836,21474836,16,2048,128
merge_SC,1953,100,21474836,21474836,16,2048,128
read_SC,1303,100,21474836,21474836,16,2048,128
collect_SC,1771,100,21474836,21474836,16,2048,128
spill_SC,2758,100,21474836,21474836,16,2048,128
merge_SC,1897,100,21474836,21474836,16,2048,128
read_SC,1188,100,21474836,21474836,16,2048,128
collect_SC,1819,100,21474836,21474836,16,2048,128
spill_SC,2772,100,21474836,21474836,16,2048,128
merge_SC,1837,100,21474836,21474836,16,2048,128
read_SC,1176,100,21474836,21474836,16,2048,128
collect_SC,1984,100,21474836,21474836,16,2048,128
spill_SC,3027,100,21474836,21474836,16,2048,128
merge_SC,2063,100,21474836,21474836,16,2048,128
read_SC,1255,100,21474836,21474836,16,2048,128
collect_SC,1867,100,21474836,21474836,16,2048,128
spill_SC,2846,100,21474836,21474836,16,2048,128
merge_SC,2153,100,21474836,21474836,16,2048,128
read_SC,1173,100,21474836,21474836,16,2048,128
collect_SC,2156,100,21474836,21474836,16,2048,128
spill_SC,3065,100,21474836,21474836,16,2048,128
merge_SC,2476,100,21474836,21474836,16,2048,128
read_SC,1047,100,21474836,21474836,16,2048,128
collect_SC,2124,100,21474836,21474836,16,2048,128
spill_SC,3029,100,21474836,21474836,16,2048,128
merge_SC,2343,100,21474836,21474836,16,2048,128
read_SC,982,100,21474836,21474836,16,2048,128
collect_SC,1700,100,21474836,21474836,16,2048,128
spill_SC,2538,100,21474836,21474836,16,2048,128
merge_SC,1676,100,21474836,21474836,16,2048,128
read_SC,1005,100,21474836,21474836,16,2048,128
collect_SC,1675,100,21474836,21474836,16,2048,128
spill_SC,2504,100,21474836,21474836,16,2048,128
merge_SC,1689,100,21474836,21474836,16,2048,128
read_SC,990,100,21474836,21474836,16,2048,128
collect_SC,1948,100,21474836,21474836,16,2048,128
spill_SC,2773,100,21474836,21474836,16,2048,128
merge_SC,1723,100,21474836,21474836,16,2048,128
read_SC,1115,100,21474836,21474836,16,2048,128
collect_SC,1905,100,21474836,21474836,16,2048,128
spill_SC,2730,100,21474836,21474836,16,2048,128
merge_SC,1708,100,21474836,21474836,16,2048,128
read_SC,976,100,21474836,21474836,16,2048,128
collect_SC,1703,100,21474836,21474836,16,2048,128
spill_SC,2557,100,21474836,21474836,16,2048,128
merge_SC,1655,100,21474836,21474836,16,2048,128
read_SC,1145,100,21474836,21474836,16,2048,128
collect_SC,1807,100,21474836,21474836,16,2048,128
